,subj_idx,trial_PE,trial_TR_PE,trial_TI_PE,rt,pupil_response_1,pupil_response_2,missed_response,response
10767,27,PP,0,0,1.15019926503,2.39832522344,2.13656464817,0,1.0
10768,27,PP,0,0,0.616908245718,0.865056042422,1.24678993967,0,1.0
10769,27,PP,0,0,2.5752947923,2.27218676767,2.20731628745,0,1.0
10770,27,UP,1,0,1.80025644989,1.18424828599,2.16487265445,0,0.0
10771,27,UU,1,1,3.02532105949,2.2644825416,2.09600203149,0,1.0
10772,27,PP,0,0,1.10856175741,1.39783459376,1.55671879836,0,1.0
10773,27,PP,0,0,1.81696450048,1.05659558079,1.8556398668,0,1.0
10774,27,PP,0,0,0.0,2.15520519813,2.53368567136,1,0.0
10775,27,PP,0,0,1.31695744458,1.81371398864,1.27279653871,0,0.0
10776,27,UU,1,1,2.11695442979,2.84088716857,0.676263884861,0,1.0
10777,27,PP,0,0,0.0,2.40250788781,1.05659523534,1,0.0
10778,27,PP,0,0,1.34192731268,2.04793341632,0.803403598683,0,1.0
10779,27,PP,0,0,3.05034512973,1.32720761916,1.04241073698,0,0.0
10780,27,PU,0,1,0.0,2.51714040153,0.750826616517,1,0.0
10781,27,UP,1,0,2.02527391325,4.32013581652,1.15667003315,0,1.0
10782,27,UP,1,0,0.0,2.11454336936,1.54424439376,1,0.0
10783,27,PP,0,0,2.00028544323,1.2427967462,1.66399376224,0,0.0
10784,27,UU,1,1,0.0,1.34554708812,1.33444322192,1,0.0
10785,27,PP,0,0,0.0,2.09754281656,0.711474703722,1,0.0
10786,27,UU,1,1,2.05028290952,1.50714065219,1.60923525889,0,1.0
10787,27,UU,1,1,1.51688637243,0.811764421795,1.02131716585,0,1.0
10788,27,UP,1,0,0.0,3.79532297371,0.945876451768,1,0.0
10789,27,PP,0,0,0.675229108281,2.16805574984,1.01359756499,0,1.0
10790,27,PP,0,0,1.19189867214,1.13289701861,0.828823985685,0,1.0
10791,27,PP,0,0,0.925208421664,2.68439398737,0.658827881257,0,1.0
10792,27,PP,0,0,2.91701106942,4.02436293983,1.06797877814,0,1.0
10793,27,UU,1,1,2.03349660258,1.56959821438,1.69852500192,0,0.0
10794,27,PP,0,0,0.941895946,1.41654538249,2.47305370598,0,1.0
10795,27,PP,0,0,0.0,1.04563919283,0.675462783199,1,0.0
10796,27,PU,0,1,1.91694147259,1.93718005725,0.581410687969,0,0.0
10797,27,PP,0,0,2.23358236384,1.98958077625,1.41999702798,0,1.0
10798,27,UU,1,1,1.37527862787,2.21803566419,1.88951495382,0,0.0
10799,27,PP,0,0,0.666865621666,1.3569620516,0.867603579695,0,1.0
10800,27,PP,0,0,0.916898495747,0.956938166564,1.47968394888,0,1.0
10801,27,PP,0,0,2.27530742877,0.629174611095,1.79036140648,0,1.0
10802,27,PU,0,1,0.741877857239,1.48735536644,0.396640927673,0,1.0
10803,27,UU,1,1,0.858549409581,2.1910487048,0.850631567878,0,0.0
10804,27,PP,0,0,0.658539338887,0.730616941092,1.41503682499,0,1.0
10805,27,PP,0,0,0.883565782477,0.686710924983,0.621318554663,0,1.0
10806,27,PP,0,0,0.0,0.424443469829,0.559298544625,1,0.0
10807,27,PP,0,0,2.54196432409,1.32245938235,0.698499591792,0,0.0
10808,27,PP,0,0,2.30862089868,0.751754902526,0.475520456929,0,0.0
10809,27,UP,1,0,1.55025340303,1.51640340747,1.35348097214,0,1.0
10810,27,PP,0,0,1.89195813414,2.62453963242,1.67045574389,0,1.0
10811,27,UP,1,0,1.39194370162,3.65452137187,0.561997122359,0,1.0
10812,27,UU,1,1,1.06687036836,3.24202514098,2.00997812046,0,0.0
10813,27,PU,0,1,1.47524501613,1.51967995714,0.749005253807,0,1.0
10814,27,PP,0,0,1.21692081805,1.81013696765,0.646618669712,0,1.0
10815,27,UP,1,0,1.93360077333,2.12181809991,0.88062265973,0,1.0
10816,27,PP,0,0,0.0,1.74346766544,2.16570238432,1,0.0
10817,27,PP,0,0,2.90030879184,0.442431623437,0.35691360728,0,1.0
10818,27,PP,0,0,0.991854925564,0.514025358242,1.23625038457,0,1.0
10819,27,PP,0,0,1.07527426604,0.613693845757,2.25499987518,0,1.0
10820,27,PP,0,0,0.608555022231,0.878102835142,1.09959590105,0,1.0
10821,27,UU,1,1,0.0,2.79224512904,1.49535002679,1,0.0
10822,27,PP,0,0,1.56693419219,4.02245959501,2.0555618252,0,1.0
10823,27,PP,0,0,1.69193780032,0.960754207385,0.279422954772,0,1.0
10824,27,PU,0,1,1.10023002234,1.26453374859,0.729150060261,0,1.0
10825,27,PU,0,1,2.90033893978,0.85912683436,0.627722997932,0,1.0
10826,27,UP,1,0,1.46691039456,2.12654900754,0.789870845213,0,1.0
10827,27,PP,0,0,0.0,1.19234765267,0.803455299241,1,0.0
10828,27,PP,0,0,1.85859142426,2.32463835341,1.3120714823,0,0.0
10829,27,PP,0,0,1.32528372736,0.706459894021,1.33731665406,0,1.0
10830,27,PP,0,0,1.92526486887,1.08997440993,0.865644316638,0,1.0
10831,27,PP,0,0,2.40868061725,0.324957488658,1.27125612408,0,1.0
10832,27,PP,0,0,1.59191528558,1.38474640129,1.85580842094,0,1.0
10833,27,PP,0,0,1.54198966118,1.77936330445,0.732019930287,0,1.0
10834,27,PU,0,1,0.0,0.346673382399,0.583653091556,1,0.0
10835,27,PU,0,1,1.85031357061,0.247510411584,0.680948362373,0,1.0
10836,27,PP,0,0,1.21693909924,0.798104355094,2.03462498375,0,1.0
10837,27,PP,0,0,0.766881401225,1.53169074357,0.629570757127,0,1.0
10838,27,PU,0,1,1.32524652353,3.16507391764,0.638511196553,0,1.0
