,Sub,TI,TR,pupil
0,AB,0,0,0.5852876861159797
1,AB,1,0,0.687507182009615
2,AB,0,1,0.6329631053371327
3,AB,1,1,0.2827405802497893
4,AC,0,0,0.6743856602040819
5,AC,1,0,0.4923418953220068
6,AC,0,1,0.3700821066011276
7,AC,1,1,0.8715467923352462
8,AF,0,0,0.13409756677782816
9,AF,1,0,-0.10461929726505319
10,AF,0,1,0.2598456917154912
11,AF,1,1,0.003176654557661479
12,AH,0,0,0.4589160531496643
13,AH,1,0,0.7341605433032738
14,AH,0,1,0.24510749209258853
15,AH,1,1,0.555590835428685
16,AI,0,0,0.06819281543083933
17,AI,1,0,0.011251842453387076
18,AI,0,1,0.03887621609545811
19,AI,1,1,0.09022384082776598
20,AJ,0,0,0.3294681170466727
21,AJ,1,0,0.572740197776371
22,AJ,0,1,0.6880347830232049
23,AJ,1,1,0.5590504414037996
24,AK,0,0,-0.24094651667546757
25,AK,1,0,0.06150482133163675
26,AK,0,1,-0.14928204118234917
27,AK,1,1,0.17042492459943465
28,AL,0,0,0.3151608704573225
29,AL,1,0,0.21782798777781048
30,AL,0,1,0.32859538947955896
31,AL,1,1,0.20911939746476693
32,AM,0,0,0.32198394724838375
33,AM,1,0,0.29547429125860225
34,AM,0,1,0.12197903485919377
35,AM,1,1,0.3909411251743785
36,AN,0,0,0.1757889336041107
37,AN,1,0,0.489157286941025
38,AN,0,1,0.381919043091972
39,AN,1,1,0.14119096984011953
40,AO,0,0,0.7176160364618925
41,AO,1,0,0.5318386725618706
42,AO,0,1,0.7604937970906006
43,AO,1,1,0.6054483676584032
44,AP,0,0,0.23596776205940198
45,AP,1,0,0.03530012879738811
46,AP,0,1,0.0900537772706719
47,AP,1,1,0.0885771952723523
48,AQ,0,0,0.5200382576616267
49,AQ,1,0,0.4466054189393762
50,AQ,0,1,0.3933059722373267
51,AQ,1,1,0.5103891439516187
52,AS,0,0,0.07011140967774931
53,AS,1,0,0.30080322785348446
54,AS,0,1,0.4214235075773677
55,AS,1,1,-0.05574854120132077
56,AT,0,0,0.34392632387281696
57,AT,1,0,0.472619011380582
58,AT,0,1,0.43977521970698996
59,AT,1,1,0.26048398340153184
60,AV,0,0,0.02952178432365642
61,AV,1,0,-0.15545852693669207
62,AV,0,1,0.03249527600464638
63,AV,1,1,-0.06751954274513021
64,AX,0,0,0.1602500932031283
65,AX,1,0,0.5135479958715915
66,AX,0,1,0.22754361199393774
67,AX,1,1,0.6029664153980545
68,AZ,0,0,0.3627634436241871
69,AZ,1,0,0.5044782383692509
70,AZ,0,1,0.5093136618627728
71,AZ,1,1,0.3164661658361129
72,BA,0,0,0.33053691559644377
73,BA,1,0,0.48474728673592926
74,BA,0,1,0.34055497103163584
75,BA,1,1,0.3268001468031428
76,BB,0,0,0.016969962736979743
77,BB,1,0,0.24042121000787772
78,BB,0,1,0.10769883148829378
79,BB,1,1,0.09421812178830233
80,BC,0,0,-0.144804420600277
81,BC,1,0,-0.46528402548228376
82,BC,0,1,-0.44035712270042504
83,BC,1,1,0.018656317321728857
84,IAA,0,0,0.5291277714952187
85,IAA,1,0,0.33861455730304024
86,IAA,0,1,0.6322835329340111
87,IAA,1,1,0.6267589752409549
88,IAC,0,0,0.4512132028650056
89,IAC,1,0,0.34149932460117904
90,IAC,0,1,0.7008144927046602
91,IAC,1,1,0.1863772568853849
92,IAF,0,0,0.42887472571937685
93,IAF,1,0,0.26098433691998935
94,IAF,0,1,0.33634744069908046
95,IAF,1,1,0.6665250428800067
96,IAH,0,0,0.20846484486770764
97,IAH,1,0,0.6263880955541474
98,IAH,0,1,0.09060561516380156
99,IAH,1,1,1.1984059173625643
100,IAJ,0,0,0.41676047905428004
101,IAJ,1,0,0.7962827867204059
102,IAJ,0,1,0.5055138836645032
103,IAJ,1,1,0.2680943886949264
104,IAK,0,0,-0.08418509514163268
105,IAK,1,0,-0.4753029486301258
106,IAK,0,1,-0.377718840153819
107,IAK,1,1,0.018503204939769403
108,IAL,0,0,1.1781850676073617
109,IAL,1,0,1.3392512339389517
110,IAL,0,1,1.091529776885561
111,IAL,1,1,1.6676903341168927
112,IAM,0,0,0.6065071964152196
113,IAM,1,0,0.424020304330735
114,IAM,0,1,0.7098364124470787
115,IAM,1,1,0.5110598501486849
116,IAN,0,0,0.2555733888351352
117,IAN,1,0,0.34802497151994954
118,IAN,0,1,0.3763969717687289
119,IAN,1,1,0.15156944787085994
120,IAO,0,0,0.48005274319616664
121,IAO,1,0,0.7878301411006391
122,IAO,0,1,1.190350861445157
123,IAO,1,1,0.7099051275769405
124,IAP,0,0,0.913088534810133
125,IAP,1,0,0.5189373144109759
126,IAP,0,1,0.7251904812467059
127,IAP,1,1,0.6963945405354157
128,IAQ,0,0,0.2541431829292216
129,IAQ,1,0,-0.24788791037666907
130,IAQ,0,1,0.3049172171185516
131,IAQ,1,1,0.3065701366177975
132,AB,0,0,0.696059219696603
133,AB,1,0,0.837230941398168
134,AB,0,1,0.9713897260624378
135,AB,1,1,0.9407779039069675
136,AC,0,0,0.8719571138442354
