,Sub,TI,TR,pupil
0,AB,0,0,0.5255730030802599
1,AB,1,0,0.29882415207129703
2,AB,0,1,0.600582043926018
3,AB,1,1,0.12938183991705413
4,AC,0,0,0.45691882317828264
5,AC,1,0,0.2264236151020157
6,AC,0,1,0.18926129120704238
7,AC,1,1,0.7504773550044517
8,AF,0,0,0.003917466586214302
9,AF,1,0,-0.05419270427641257
10,AF,0,1,0.2031120949100044
11,AF,1,1,0.10107571358177955
12,AH,0,0,0.16056087014770726
13,AH,1,0,0.5829513328528594
14,AH,0,1,0.3563356793340602
15,AH,1,1,0.21986437512833573
16,AI,0,0,0.02225826735166099
17,AI,1,0,-0.040626446327117746
18,AI,0,1,-0.21308707734957674
19,AI,1,1,0.1243717613207858
20,AJ,0,0,-0.13855490697013198
21,AJ,1,0,-0.05517588007324464
22,AJ,0,1,0.14496777830978774
23,AJ,1,1,0.20139040130260472
24,AK,0,0,-0.3152198848251805
25,AK,1,0,-0.3709270817232073
26,AK,0,1,-0.21044895097957617
27,AK,1,1,0.2756467483298979
28,AL,0,0,0.17488338736446798
29,AL,1,0,0.13737854714543285
30,AL,0,1,0.0883948507007066
31,AL,1,1,0.06076907142912272
32,AM,0,0,0.2678187118063428
33,AM,1,0,0.2122153412394191
34,AM,0,1,0.1578296397827767
35,AM,1,1,0.4132358947073138
36,AN,0,0,0.04486812546782179
37,AN,1,0,0.16638216869860623
38,AN,0,1,0.05898103819798112
39,AN,1,1,0.05463489485893697
40,AO,0,0,0.27403104784616905
41,AO,1,0,0.5267770439453119
42,AO,0,1,0.2740639311501653
43,AO,1,1,-0.11468616792690456
44,AP,0,0,0.11614452111363491
45,AP,1,0,-0.22261145052949743
46,AP,0,1,-0.3330813412815034
47,AP,1,1,-0.14127864515329425
48,AQ,0,0,0.2407902658237272
49,AQ,1,0,0.25748082138174005
50,AQ,0,1,0.2656842317640265
51,AQ,1,1,0.222913995358001
52,AS,0,0,-0.069381598674387
53,AS,1,0,-0.03305972365406805
54,AS,0,1,-0.009340650607815033
55,AS,1,1,-0.05480373143519957
56,AT,0,0,0.1509485727386507
57,AT,1,0,0.3126805694962554
58,AT,0,1,0.24046309068430655
59,AT,1,1,0.15460478123485238
60,AV,0,0,0.05375057976370501
61,AV,1,0,0.1786389845027056
62,AV,0,1,0.18611754485532192
63,AV,1,1,0.1982096612214927
