,Sub,TI,TR,pupil
0,AB,0,0,-0.11275856804640025
1,AB,1,0,-0.09894513528978921
2,AB,0,1,-0.08394604679704254
3,AB,1,1,-0.06823729755914071
4,AC,0,0,0.16711132593042255
5,AC,1,0,0.04079199463553808
6,AC,0,1,0.05370426283845034
7,AC,1,1,0.11691111606194851
8,AF,0,0,0.02991348939484544
9,AF,1,0,0.02048877289678033
10,AF,0,1,0.020723496135439435
11,AF,1,1,-0.031453738024181985
12,AH,0,0,0.0779122435582164
13,AH,1,0,0.04390755721667037
14,AH,0,1,0.018064574832963653
15,AH,1,1,0.04978103275577504
16,AI,0,0,-0.027723563181187058
17,AI,1,0,-0.05482764295885652
18,AI,0,1,-0.04166326935996886
19,AI,1,1,-0.06092707298239666
20,AJ,0,0,0.006756247444678008
21,AJ,1,0,-0.008079714274751848
22,AJ,0,1,0.05460662167349531
23,AJ,1,1,-0.029887496532899547
24,AK,0,0,0.07061730135134188
25,AK,1,0,0.09295451155235251
26,AK,0,1,0.08563263146789202
27,AK,1,1,0.0802489196017555
28,AL,0,0,0.00212815931635491
29,AL,1,0,0.07768820638738487
30,AL,0,1,0.022930791426664113
31,AL,1,1,-0.04519614790029604
32,AM,0,0,0.00658710335147662
33,AM,1,0,-0.029377611912233686
34,AM,0,1,-0.05254471680897072
35,AM,1,1,-0.014888052158229399
36,AN,0,0,-0.00023941753474763424
37,AN,1,0,0.08600313945892443
38,AN,0,1,0.11192800456483686
39,AN,1,1,0.12541188540507026
40,AO,0,0,0.020546231228805185
41,AO,1,0,0.012650814744244846
42,AO,0,1,-0.010698592184081347
43,AO,1,1,-0.018057492767474446
44,AP,0,0,0.09620450917618951
45,AP,1,0,0.07010054471740092
46,AP,0,1,0.11215063450516505
47,AP,1,1,0.027592817924614543
48,AQ,0,0,0.04364621190201645
49,AQ,1,0,0.0618878926196111
50,AQ,0,1,0.2030877411958076
51,AQ,1,1,0.03701386637193894
52,AS,0,0,0.052320055737419595
53,AS,1,0,0.009316022672968815
54,AS,0,1,0.04630762924413009
55,AS,1,1,-0.07966913850306677
56,AT,0,0,-0.04035387803494527
57,AT,1,0,0.006011736908079854
58,AT,0,1,-0.002277966037311967
59,AT,1,1,0.013110085649874367
60,AV,0,0,0.0360658585841318
61,AV,1,0,-0.013974800287470012
62,AV,0,1,-0.028372151126532793
63,AV,1,1,0.0667408667816107
64,AX,0,0,-0.016515947604421682
65,AX,1,0,0.0021622137488398
66,AX,0,1,0.0066604484977567276
67,AX,1,1,0.003892643314448224
68,AZ,0,0,0.1249909110117906
69,AZ,1,0,0.1369026269153049
70,AZ,0,1,0.08577001122803432
71,AZ,1,1,0.10382449260379562
72,BA,0,0,-0.057646662713834125
73,BA,1,0,-0.019985255953848344
74,BA,0,1,-0.023381883625980295
75,BA,1,1,-0.0838290223381134
76,BB,0,0,0.0086594997173689
77,BB,1,0,0.07660915024496702
78,BB,0,1,0.019525356808910134
79,BB,1,1,-0.052285201998185954
80,BC,0,0,0.01383353870847322
81,BC,1,0,-0.009249659194487315
82,BC,0,1,-0.048677720139376233
83,BC,1,1,0.0418788446247039
84,IAA,0,0,-0.11030446741154265
85,IAA,1,0,-0.21763332559099358
86,IAA,0,1,-0.016274229955203938
87,IAA,1,1,-0.23783121616912697
88,IAC,0,0,0.044514774961767846
89,IAC,1,0,0.2587172051698589
90,IAC,0,1,0.10034609672060674
91,IAC,1,1,0.07017080647061619
92,IAF,0,0,0.01398910881838408
93,IAF,1,0,0.05412214419183079
94,IAF,0,1,-0.03815341500691391
95,IAF,1,1,0.04521321829162686
96,IAH,0,0,-0.08934743374297201
97,IAH,1,0,-0.06695297617705827
98,IAH,0,1,-0.1132714892473344
99,IAH,1,1,-0.18529933108274405
100,IAJ,0,0,-0.022517232415409528
101,IAJ,1,0,-0.04174108219512405
102,IAJ,0,1,-0.013147104476988004
103,IAJ,1,1,-0.02366315557942067
104,IAK,0,0,0.04468833998383349
105,IAK,1,0,-0.09517575377637653
106,IAK,0,1,-0.04790049602860955
107,IAK,1,1,0.020682601110118555
108,IAL,0,0,-0.0740151940383783
109,IAL,1,0,-0.08275632300549879
110,IAL,0,1,-0.05778271412110016
111,IAL,1,1,-0.05051418720510565
112,IAM,0,0,-0.10274063767178115
113,IAM,1,0,-0.06598045247825336
114,IAM,0,1,-0.07151804582814267
115,IAM,1,1,-0.19516978180590788
116,IAN,0,0,-0.06431826867578377
117,IAN,1,0,-0.012985717537493148
118,IAN,0,1,-0.0989776502981726
119,IAN,1,1,-0.1974879440438295
120,IAO,0,0,0.16836543649216584
121,IAO,1,0,-0.09547537972566464
122,IAO,0,1,0.1828987822989526
123,IAO,1,1,-0.0428028311607873
124,IAP,0,0,-0.09354368260813288
125,IAP,1,0,-0.13178981556907907
126,IAP,0,1,-0.09496210063440876
127,IAP,1,1,-0.13382212233961488
128,IAQ,0,0,-0.01523162045574228
129,IAQ,1,0,-0.06236119765145483
130,IAQ,0,1,0.05677926869842702
131,IAQ,1,1,-0.03677650183654041
132,AB,0,0,-0.12406632921422323
133,AB,1,0,-0.1464920704656115
134,AB,0,1,0.01837730280569248
135,AB,1,1,-0.019589933545643246
136,AC,0,0,0.20438057540553062
137,AC,1,0,0.12843077753942783
138,AC,0,1,-0.19321320033018052
139,AC,1,1,0.14411911154277698
140,AF,0,0,-0.02818827699097544
141,AF,1,0,0.15196657780710304
142,AF,0,1,0.11257192849625532
143,AF,1,1,-0.04838264577607328
144,AH,0,0,0.013818143732404604
145,AH,1,0,0.1208898452332208
146,AH,0,1,0.06519274592075008
147,AH,1,1,-0.015686184548287792
148,AI,0,0,0.028909159424318688
149,AI,1,0,-0.0427494895351216
150,AI,0,1,-0.08251321319436909
151,AI,1,1,-0.09261187856315266
152,AJ,0,0,-0.00010395058327731805
153,AJ,1,0,-0.03898830595671816
154,AJ,0,1,0.07847745410639821
155,AJ,1,1,0.023702730573734974
156,AK,0,0,0.11240932937905002
157,AK,1,0,0.025104431410900373
158,AK,0,1,0.17299228420077217
159,AK,1,1,-0.107830898063203
160,AL,0,0,0.012298586344027512
161,AL,1,0,0.03654281880624472
162,AL,0,1,-0.06315462466126359
163,AL,1,1,0.0080063925746997
164,AM,0,0,0.02894818831419741
165,AM,1,0,-0.08234756322968462
166,AM,0,1,-0.12295501259619293
167,AM,1,1,-0.07771839941008765
168,AN,0,0,0.03888927935021701
169,AN,1,0,0.15302516783423756
170,AN,0,1,0.0828024053519871
171,AN,1,1,0.18066020867064456
172,AO,0,0,-0.03570465243955205
173,AO,1,0,0.051051408542367095
174,AO,0,1,-0.08257785714847726
175,AO,1,1,0.055096307102247416
176,AP,0,0,0.18093178895601375
177,AP,1,0,0.09428260849409208
178,AP,0,1,0.22553680238989463
179,AP,1,1,0.06084777335945571
180,AQ,0,0,0.04143908631558149
181,AQ,1,0,0.16964898857055755
182,AQ,0,1,0.23447624102521294
183,AQ,1,1,0.13221558662780208
184,AS,0,0,0.07978670184488111
185,AS,1,0,-0.20239564646287456
186,AS,0,1,0.1796645514483623
187,AS,1,1,-0.16499865890016233
188,AT,0,0,0.02348524989458102
189,AT,1,0,0.025087219045947448
190,AT,0,1,-0.013381557914363991
191,AT,1,1,-0.007336376839389255
192,AV,0,0,0.02413761510523312
193,AV,1,0,0.03919132503241793
194,AV,0,1,-0.0813840881674139
195,AV,1,1,0.05721789998634118
196,AX,0,0,-0.02844846720174884
197,AX,1,0,0.019455133473766956
198,AX,0,1,-0.03218292324865425
199,AX,1,1,0.12062836698542373
200,AZ,0,0,0.1526447015893071
201,AZ,1,0,0.18650898829212983
202,AZ,0,1,0.08418215675801138
203,AZ,1,1,0.10457643607487559
204,BA,0,0,-0.08830404312354741
205,BA,1,0,-0.015876291468765357
206,BA,0,1,-0.004305172269558127
207,BA,1,1,-0.05463278485600142
208,BB,0,0,0.010597998951699867
209,BB,1,0,0.016481852422035603
210,BB,0,1,0.07817048170422783
211,BB,1,1,-0.1208688078571811
212,BC,0,0,0.01734766765624218
213,BC,1,0,-0.04492049372731975
214,BC,0,1,-0.16584533646538246
215,BC,1,1,0.12574991587955991
216,IAA,0,0,-0.1521046338310007
217,IAA,1,0,0.057557892779655534
218,IAA,0,1,-0.12683679186300667
219,IAA,1,1,-0.2898193960332344
220,IAC,0,0,0.12008579316130244
221,IAC,1,0,0.01996211128231884
222,IAC,0,1,0.08299433783658618
223,IAC,1,1,0.03171009616507951
224,IAF,0,0,0.04862448014521714
225,IAF,1,0,0.2304879173634126
226,IAF,0,1,-0.05461938765186564
227,IAF,1,1,0.10541929536217805
228,IAH,0,0,-0.03086133716997317
229,IAH,1,0,-0.5281962122179866
230,IAH,0,1,0.09821033017216643
231,IAH,1,1,0.0952476995343403
232,IAJ,0,0,0.013139212858933885
233,IAJ,1,0,0.08429363599940248
234,IAJ,0,1,0.01176249180418837
235,IAJ,1,1,0.10788810689852016
236,IAK,0,0,0.016811493697340404
237,IAK,1,0,0.05653825563463724
238,IAK,0,1,-0.027330069357846248
239,IAK,1,1,-0.0066777925200506225
240,IAL,0,0,-0.09797697923006274
241,IAL,1,0,-0.07528589670826609
242,IAL,0,1,-0.18530358249100318
243,IAL,1,1,-0.47558734205186515
244,IAM,0,0,-0.12308016654312934
245,IAM,1,0,0.06360183092304385
246,IAM,0,1,-0.019430147286325073
247,IAM,1,1,-0.27575829122163353
248,IAN,0,0,0.04702755556488991
249,IAN,1,0,0.2175939798700812
250,IAN,0,1,0.28697203478793754
251,IAN,1,1,-0.2300464016580607
252,IAO,0,0,0.18647114573370022
253,IAO,1,0,-0.03293850213224739
254,IAO,0,1,0.04833063687721233
255,IAO,1,1,0.37947216497887787
256,IAP,0,0,-0.04897088029486768
257,IAP,1,0,-0.10642579097403881
258,IAP,0,1,-0.11235674283203133
259,IAP,1,1,-0.11657056113103013
260,IAQ,0,0,0.019064299587876657
261,IAQ,1,0,-0.02155492915536958
262,IAQ,0,1,-0.09097771137298234
263,IAQ,1,1,0.026659398880702536
