,Sub,TI,TR,pupil
0,AB,0,0,0.23632029602767526
1,AB,1,0,0.2679007536351198
2,AB,0,1,0.18930013849120686
3,AB,1,1,0.07091059419894918
4,AC,0,0,0.7612406166044845
5,AC,1,0,0.5181352627979847
6,AC,0,1,0.36932860242925747
7,AC,1,1,0.7379695494065956
8,AF,0,0,-0.036109318576789215
9,AF,1,0,-0.20768185804001205
10,AF,0,1,0.1060085577532431
11,AF,1,1,-0.11020132903511107
12,AH,0,0,0.8109920987135294
13,AH,1,0,0.9365414764150022
14,AH,0,1,0.6035144820851381
15,AH,1,1,0.9723703704561759
16,AI,0,0,0.5867777232742314
17,AI,1,0,0.5012906099970852
18,AI,0,1,0.7344274938551419
19,AI,1,1,0.5612216606518179
20,AJ,0,0,0.5408976389213558
21,AJ,1,0,0.6951982314718161
22,AJ,0,1,0.839731956360756
23,AJ,1,1,0.6731504464517075
24,AK,0,0,0.22350024986186964
25,AK,1,0,0.44998776787826456
26,AK,0,1,0.4162355180169331
27,AK,1,1,0.5351476058066461
28,AL,0,0,0.2612915644043807
29,AL,1,0,0.277805968917245
30,AL,0,1,0.26951759612687276
31,AL,1,1,0.2001392332986214
32,AM,0,0,0.4634492213063559
33,AM,1,0,0.37584522964953937
34,AM,0,1,0.4322560010297218
35,AM,1,1,0.5337981144358058
36,AN,0,0,0.16572005108371887
37,AN,1,0,0.41121749743712466
38,AN,0,1,0.5982993417291955
39,AN,1,1,0.31873450674430176
40,AO,0,0,0.6488684632393262
41,AO,1,0,0.6401741308911633
42,AO,0,1,0.6474190437059507
43,AO,1,1,0.695131018155577
44,AP,0,0,0.5276550636889403
45,AP,1,0,0.34598360962548264
46,AP,0,1,0.38886404741203695
47,AP,1,1,0.4781059455407836
48,AQ,0,0,0.6675655746514808
49,AQ,1,0,0.5927846411821065
50,AQ,0,1,0.6795503944777703
51,AQ,1,1,0.6238335703379163
52,AS,0,0,0.496194797059988
53,AS,1,0,0.6718610935644257
54,AS,0,1,0.6443463000873693
55,AS,1,1,0.28773984610771286
56,AT,0,0,0.21905547902433575
57,AT,1,0,0.46409781437231556
58,AT,0,1,0.38213521091365826
59,AT,1,1,0.1375324220058911
60,AV,0,0,0.062133492027729706
61,AV,1,0,-0.28301791686430505
62,AV,0,1,-0.08700676996540341
63,AV,1,1,0.23051210372504558
64,AX,0,0,0.26031659414501807
65,AX,1,0,0.49669763441769926
66,AX,0,1,0.38110062082032187
67,AX,1,1,0.5127874230752401
68,AZ,0,0,0.5363536058988954
69,AZ,1,0,0.7071146678246898
70,AZ,0,1,0.764701862593068
71,AZ,1,1,0.44907453591149915
72,BA,0,0,0.3925137253166651
73,BA,1,0,0.5467173392640299
74,BA,0,1,0.5107784701910935
75,BA,1,1,0.38219448303716375
76,BB,0,0,0.16470966363892303
77,BB,1,0,0.33088745529021474
78,BB,0,1,0.11660394378245137
79,BB,1,1,0.17854028543724557
80,BC,0,0,-0.0231815887077204
81,BC,1,0,-0.24338077470891298
82,BC,0,1,-0.2804047302330902
83,BC,1,1,0.03498875660070934
84,IAA,0,0,0.32624267329896495
85,IAA,1,0,0.14713626753682357
86,IAA,0,1,0.7289460658362643
87,IAA,1,1,0.46902749364509366
88,IAC,0,0,1.0333983847008519
89,IAC,1,0,0.9214545873295326
90,IAC,0,1,0.8728596589322231
91,IAC,1,1,0.8532078610188276
92,IAF,0,0,0.5162529790628243
93,IAF,1,0,0.6747817519542213
94,IAF,0,1,0.5618547821868125
95,IAF,1,1,0.8646996264100518
96,IAH,0,0,0.5766098595537709
97,IAH,1,0,1.2719778841157776
98,IAH,0,1,0.571825962922346
99,IAH,1,1,1.4969440330297086
100,IAJ,0,0,1.136733979385219
101,IAJ,1,0,1.2011887505090337
102,IAJ,0,1,1.382452458696974
103,IAJ,1,1,0.9846281885971213
104,IAK,0,0,0.9352645565294454
105,IAK,1,0,0.6672176827295058
106,IAK,0,1,0.946655461713879
107,IAK,1,1,0.683969696029755
108,IAL,0,0,1.011737207152704
109,IAL,1,0,1.1760735650315213
110,IAL,0,1,1.0876192257579476
111,IAL,1,1,1.620428728739841
112,IAM,0,0,0.6824922934349578
113,IAM,1,0,0.4870578062684359
114,IAM,0,1,0.6301189287180764
115,IAM,1,1,0.47538940134941515
116,IAN,0,0,0.9506297086240009
117,IAN,1,0,1.1201016478422554
118,IAN,0,1,1.0871960442481003
119,IAN,1,1,0.9697961111022283
120,IAO,0,0,0.9051547581508725
121,IAO,1,0,0.9443388207478042
122,IAO,0,1,1.0415806969915333
123,IAO,1,1,1.0463990548080009
124,IAP,0,0,0.8040392336620745
125,IAP,1,0,0.5039488952249087
126,IAP,0,1,0.6239228290158609
127,IAP,1,1,0.7987807526040994
128,IAQ,0,0,0.9143508370538662
129,IAQ,1,0,0.5538074642847466
130,IAQ,0,1,1.1835360935552242
131,IAQ,1,1,0.9554651319401024
132,AB,0,0,0.2914028299036464
133,AB,1,0,0.1009203494164694
134,AB,0,1,0.4457936687655849
135,AB,1,1,0.7090435485304081
136,AC,0,0,0.6443568140891618
137,AC,1,0,1.0366588004465198
138,AC,0,1,0.14942097036507304
139,AC,1,1,2.2426126445110195
140,AF,0,0,-0.16780926917506314
141,AF,1,0,-0.0897072173249957
142,AF,0,1,0.3719332022463838
143,AF,1,1,0.30215617894565033
144,AH,0,0,0.8038508799714561
145,AH,1,0,0.5768164952421465
146,AH,0,1,-0.3765963964167633
147,AH,1,1,0.12059648266723172
148,AI,0,0,0.6991409502807824
149,AI,1,0,0.38442823108271357
150,AI,0,1,0.9529755548845311
151,AI,1,1,0.4878321153105818
152,AJ,0,0,0.5154211531053984
153,AJ,1,0,0.539158025571982
154,AJ,0,1,0.6003238954124872
155,AJ,1,1,1.0638321528273222
156,AK,0,0,0.3641060893992132
157,AK,1,0,1.4696269182412636
158,AK,0,1,1.2921766189897812
159,AK,1,1,0.9169072890170975
160,AL,0,0,0.24551705829608012
161,AL,1,0,-0.07236498070342509
162,AL,0,1,0.1759768217564596
163,AL,1,1,0.1805455386347642
164,AM,0,0,0.2351843409711779
165,AM,1,0,0.4421840681490895
166,AM,0,1,0.4351598107748364
167,AM,1,1,0.036149984606356524
168,AN,0,0,0.05261413230985934
169,AN,1,0,1.268216013985954
170,AN,0,1,0.470495139715683
171,AN,1,1,0.11152516413861113
172,AO,0,0,0.4531596314847715
173,AO,1,0,0.06602137658765019
174,AO,0,1,0.8960412264436775
175,AO,1,1,1.3206975843111581
176,AP,0,0,0.6252936106486369
177,AP,1,0,0.2572838603584394
178,AP,0,1,0.6120864975205205
179,AP,1,1,0.2772925462228972
180,AQ,0,0,0.5910025824035904
181,AQ,1,0,0.7417098158177021
182,AQ,0,1,0.5845334806972966
183,AQ,1,1,0.7007387660661362
