,Sub,TI,TR,pupil
0,AB,0,0,-0.24945996932968184
1,AB,1,0,-0.24464283868350997
2,AB,0,1,-0.25735279165402114
3,AB,1,1,-0.28243771551540114
4,AC,0,0,0.0197157630917375
5,AC,1,0,-0.24411610131545264
6,AC,0,1,-0.06448707210172844
7,AC,1,1,-0.0962133852752141
8,AF,0,0,-0.7258823050025915
9,AF,1,0,-0.9888406809945907
10,AF,0,1,-0.7998895013304883
11,AF,1,1,-0.870068615281359
12,AH,0,0,0.538795866911161
13,AH,1,0,0.5442663257008525
14,AH,0,1,0.4116426982540111
15,AH,1,1,0.5659574262320975
16,AI,0,0,-0.01671567276854219
17,AI,1,0,-0.12788348342359973
18,AI,0,1,0.0007777859036869875
19,AI,1,1,-0.14841804197282593
20,AJ,0,0,0.1672268597268374
21,AJ,1,0,0.23889499546349718
22,AJ,0,1,0.28530153868709546
23,AJ,1,1,0.2402646294697201
24,AK,0,0,-0.04913683223682302
25,AK,1,0,0.14937052766074854
26,AK,0,1,0.03295618185047341
27,AK,1,1,0.1537766984452344
28,AL,0,0,-0.2247964272205749
29,AL,1,0,-0.10264755640012219
30,AL,0,1,-0.14745592139085947
31,AL,1,1,-0.23758813802620293
32,AM,0,0,-0.03517095838382421
33,AM,1,0,0.05631440352211166
34,AM,0,1,-0.0588227060770347
35,AM,1,1,-0.027279202945735163
36,AN,0,0,-0.4120019384557382
37,AN,1,0,-0.3070542976781119
38,AN,0,1,-0.1145884709184923
39,AN,1,1,-0.2828124527942766
40,AO,0,0,0.15519124818903526
41,AO,1,0,0.12599674627935045
42,AO,0,1,0.06516616691864077
43,AO,1,1,0.16001827434857763
44,AP,0,0,0.049747384126759144
45,AP,1,0,-0.06516935221115587
46,AP,0,1,-0.0855172750710205
47,AP,1,1,0.04451387467238542
48,AQ,0,0,-0.35144883211712197
49,AQ,1,0,-0.5467844636063399
50,AQ,0,1,-0.2621917297301195
51,AQ,1,1,-0.4177912561171948
52,AS,0,0,-0.1502920366454637
53,AS,1,0,-0.1742295197549395
54,AS,0,1,-0.1883739751397034
55,AS,1,1,-0.36261680258709006
56,AT,0,0,-0.08386468533752406
57,AT,1,0,0.12472740473645048
58,AT,0,1,0.12229880772288063
59,AT,1,1,-0.09035741540763777
60,AV,0,0,-0.26056411669236007
61,AV,1,0,-0.4529584216082097
62,AV,0,1,-0.46217193569900306
63,AV,1,1,-0.04065163233668123
64,AX,0,0,-0.2210196076941583
65,AX,1,0,-0.14198448115157783
66,AX,0,1,-0.17547649783711763
67,AX,1,1,-0.025560177519565158
68,AZ,0,0,0.20478522488508652
69,AZ,1,0,0.27480706277408046
70,AZ,0,1,0.2278879932979805
71,AZ,1,1,0.1784505324867921
72,BA,0,0,-0.007547268037309973
73,BA,1,0,0.19193873806917194
74,BA,0,1,0.0506967842037211
75,BA,1,1,0.020263915145292195
76,BB,0,0,-0.2618105826157805
77,BB,1,0,0.06522431762645758
78,BB,0,1,-0.27666920789994665
79,BB,1,1,-0.2645786134440664
80,BC,0,0,-0.571926348018912
81,BC,1,0,-0.7257527182586618
82,BC,0,1,-0.7102470933651055
83,BC,1,1,-0.6401573856885175
84,IAA,0,0,-0.2307670803084435
85,IAA,1,0,-0.4625861259049605
86,IAA,0,1,-0.006730310141508918
87,IAA,1,1,-0.23899029712808337
88,IAC,0,0,0.4897118427462954
89,IAC,1,0,0.6506747169940975
90,IAC,0,1,0.289828168683764
91,IAC,1,1,0.3793518271612446
92,IAF,0,0,-0.4381302801749255
93,IAF,1,0,-0.5295484012893495
94,IAF,0,1,-0.31733896379518567
95,IAF,1,1,-0.2722099627024858
96,IAH,0,0,0.11739872868616896
97,IAH,1,0,0.4849851240400595
98,IAH,0,1,0.030918947466070462
99,IAH,1,1,0.544611072383927
100,IAJ,0,0,0.214914163594295
101,IAJ,1,0,0.29616654980843804
102,IAJ,0,1,0.39159405485771215
103,IAJ,1,1,0.16462949089118434
104,IAK,0,0,0.026491612838179857
105,IAK,1,0,-0.18293715385163245
106,IAK,0,1,-0.15446501467606077
107,IAK,1,1,-0.09740404547086945
108,IAL,0,0,-0.19068392989632907
109,IAL,1,0,-0.059618234177689224
110,IAL,0,1,-0.16294238569930206
111,IAL,1,1,0.2747773456487858
112,IAM,0,0,0.1313742231859277
113,IAM,1,0,0.0286305069974092
114,IAM,0,1,0.26450678679492234
115,IAM,1,1,-0.26610985956054
116,IAN,0,0,0.7251430794166522
117,IAN,1,0,0.8964132524891115
118,IAN,0,1,0.9771527917659226
119,IAN,1,1,0.5429471508029683
120,IAO,0,0,-0.0738573510603503
121,IAO,1,0,-0.17607707776148776
122,IAO,0,1,0.06632465137910164
123,IAO,1,1,0.11319677658775842
124,IAP,0,0,-0.024344935984161143
125,IAP,1,0,-0.13974560214294066
126,IAP,0,1,-0.09394728804115851
127,IAP,1,1,-0.04863118477367002
128,IAQ,0,0,-0.04912768218467896
129,IAQ,1,0,-0.17928858090913102
130,IAQ,0,1,0.3355988852426636
131,IAQ,1,1,0.10949368373828766
132,AB,0,0,-0.23654346618264488
133,AB,1,0,-0.3813927684139068
134,AB,0,1,-0.07368348927222851
135,AB,1,1,0.2088365149227952
136,AC,0,0,-0.12443243765483747
137,AC,1,0,0.20422529512058973
138,AC,0,1,-0.7362758976650126
139,AC,1,1,0.9753250387556869
140,AF,0,0,-0.8368833802164058
141,AF,1,0,-0.9440235410631732
142,AF,0,1,-0.3944185653446699
143,AF,1,1,-0.6038623060318181
144,AH,0,0,0.4594078398749819
145,AH,1,0,0.42317080021248943
146,AH,0,1,-0.3362564537683732
147,AH,1,1,-0.13823370555941494
148,AI,0,0,-0.03784538612966036
149,AI,1,0,-0.1484731755951741
150,AI,0,1,0.14280111691025799
151,AI,1,1,-0.22373784499402266
152,AJ,0,0,0.1544412729466385
153,AJ,1,0,0.03445461131116333
154,AJ,0,1,0.18359007920431103
155,AJ,1,1,0.4248364352523723
156,AK,0,0,-0.06083766026954982
157,AK,1,0,0.22906178400296265
158,AK,0,1,0.362370219067082
159,AK,1,1,0.2816365983306274
160,AL,0,0,-0.31659941436033545
161,AL,1,0,-0.33328989128695224
162,AL,0,1,-0.314871409970627
163,AL,1,1,-0.17957951774044037
164,AM,0,0,-0.14240317881388578
165,AM,1,0,-0.21901816643909144
166,AM,0,1,-0.13956883239686457
167,AM,1,1,-0.39710684580260563
168,AN,0,0,-0.4887293208376148
169,AN,1,0,0.2768194575763365
170,AN,0,1,-0.21758868443843424
171,AN,1,1,-0.462274720713863
172,AO,0,0,0.11326232107349564
173,AO,1,0,-0.43189136045501175
174,AO,0,1,-0.1538577663178754
175,AO,1,1,0.2364722256456518
176,AP,0,0,0.08227993598904598
177,AP,1,0,0.09620642445102248
178,AP,0,1,0.12477728265509597
179,AP,1,1,-0.05964112615110364
180,AQ,0,0,-0.41414139118983656
181,AQ,1,0,-0.31378692918444623
182,AQ,0,1,-0.1840946273486664
183,AQ,1,1,-0.26389349304693455
184,AS,0,0,-0.39248309299228323
185,AS,1,0,-0.3443145981281425
186,AS,0,1,0.35537964602512967
187,AS,1,1,-0.2087666015026648
188,AT,0,0,-0.03363297239309153
189,AT,1,0,-0.03883977040084977
190,AT,0,1,0.023566660645605246
191,AT,1,1,-0.1982789457447195
192,AV,0,0,-0.3182820593145822
193,AV,1,0,-0.41936254371759624
194,AV,0,1,-0.8491256319004015
195,AV,1,1,-0.08898598675529107
196,AX,0,0,-0.34651234325888164
197,AX,1,0,-0.23606243086403114
198,AX,0,1,-0.39095605451076704
199,AX,1,1,0.4158121915679355
200,AZ,0,0,0.23118344219625275
201,AZ,1,0,0.3888660365525164
202,AZ,0,1,0.07131116455360387
203,AZ,1,1,0.24912651628851046
204,BA,0,0,-0.04038031746395406
205,BA,1,0,0.024496712892414316
206,BA,0,1,0.04538942981910131
207,BA,1,1,0.1509154838835693
208,BB,0,0,-0.4037866529608396
209,BB,1,0,0.034162557236969565
210,BB,0,1,-0.1337719251495903
211,BB,1,1,-0.7217417114449458
212,BC,0,0,-0.5206778095642938
213,BC,1,0,-1.0601535003622087
214,BC,0,1,-0.4241151356688137
215,BC,1,1,-0.3411210615791088
216,IAA,0,0,-0.38491017406008143
217,IAA,1,0,-0.3122420939258095
218,IAA,0,1,0.21835839916750271
219,IAA,1,1,-0.24475167332703351
220,IAC,0,0,0.5087450411938053
221,IAC,1,0,-0.13814158070704158
222,IAC,0,1,0.10009947104293365
223,IAC,1,1,0.3426851999284274
224,IAF,0,0,-0.5078921529132218
225,IAF,1,0,-0.6055020651743945
226,IAF,0,1,-0.4228439752416489
227,IAF,1,1,-0.3052880414975616
228,IAH,0,0,0.00532505737254776
229,IAH,1,0,-0.8323020932045795
230,IAH,0,1,0.2505334732414371
231,IAH,1,1,0.8351344221760048
232,IAJ,0,0,0.2964589452676457
233,IAJ,1,0,0.2316427720001509
234,IAJ,0,1,0.26871328390558985
235,IAJ,1,1,-0.07679744231294275
236,IAK,0,0,-0.14331305620035334
237,IAK,1,0,0.0970540241663952
238,IAK,0,1,0.21097642349281123
239,IAK,1,1,-0.07009009887008831
240,IAL,0,0,-0.4129894145227175
241,IAL,1,0,0.030746515063378336
242,IAL,0,1,-0.42491598649460716
243,IAL,1,1,1.312749449714273
244,IAM,0,0,-0.1709909064413518
245,IAM,1,0,-0.27847273839098285
246,IAM,0,1,0.33419327536643745
247,IAM,1,1,-0.8521235149864665
248,IAN,0,0,0.9138919352878696
249,IAN,1,0,0.9999605169962238
250,IAN,0,1,0.8466966684439764
251,IAN,1,1,0.3207107446334516
252,IAO,0,0,0.034812225741424146
253,IAO,1,0,-0.33926760222942487
254,IAO,0,1,-0.0375936204897931
255,IAO,1,1,0.6639606759700413
256,IAP,0,0,-0.03548860786072974
257,IAP,1,0,-0.3249363097465455
258,IAP,0,1,0.10287445896286185
259,IAP,1,1,0.45922361102892606
260,IAQ,0,0,0.008221959368007042
261,IAQ,1,0,0.06332912093910323
262,IAQ,0,1,0.6110221356830321
263,IAQ,1,1,0.7276139304944917
