,Sub,TI,TR,pupil
0,AB,0,0,0.46455269128607163
1,AB,1,0,0.5795766653782158
2,AB,0,1,0.47354628842289825
3,AB,1,1,0.2548401904313554
4,AC,0,0,0.7352829982860527
5,AC,1,0,0.6125605065633621
6,AC,0,1,0.5194735864668462
7,AC,1,1,0.990219888850373
8,AF,0,0,0.141038673797591
9,AF,1,0,-0.053156886358661386
10,AF,0,1,0.3109254031118215
11,AF,1,1,0.06839394745846601
12,AH,0,0,0.5811230996058949
13,AH,1,0,0.8825471421469633
14,AH,0,1,0.3740663827083114
15,AH,1,1,0.7202069088590397
16,AI,0,0,0.19297538312678011
17,AI,1,0,0.15689961579996
18,AI,0,1,0.3028994666716788
19,AI,1,1,0.1562267976985676
20,AJ,0,0,0.5485275831093543
21,AJ,1,0,0.7769904540621844
22,AJ,0,1,1.0035394056140179
23,AJ,1,1,0.67138967253379
24,AK,0,0,-0.15270050915817013
25,AK,1,0,0.11383592189741897
26,AK,0,1,-0.06127217332580386
27,AK,1,1,0.1569184228323399
28,AL,0,0,0.34295299196491846
29,AL,1,0,0.25944510204229615
30,AL,0,1,0.33678498368604853
31,AL,1,1,0.2319870998648883
32,AM,0,0,0.47162136316899794
33,AM,1,0,0.4041826498204161
34,AM,0,1,0.2412085733315963
35,AM,1,1,0.47857501752859577
36,AN,0,0,0.17567947302131592
37,AN,1,0,0.47161446735439383
38,AN,0,1,0.5154242083487485
39,AN,1,1,0.23632047635601877
40,AO,0,0,0.6875758932391682
41,AO,1,0,0.5926414857897895
42,AO,0,1,0.8152503886056086
43,AO,1,1,0.7486377091575718
44,AP,0,0,0.3685033189801006
45,AP,1,0,0.22018482876259
46,AP,0,1,0.1298373846719748
47,AP,1,1,0.2653783895415269
48,AQ,0,0,0.557257380193244
49,AQ,1,0,0.5590487092199549
50,AQ,0,1,0.5422833336767514
51,AQ,1,1,0.543499471587915
52,AS,0,0,0.28621892295100604
53,AS,1,0,0.5040601834674143
54,AS,0,1,0.4563198856037556
55,AS,1,1,0.11632436661647215
56,AT,0,0,0.2961534954228183
57,AT,1,0,0.44787476332612003
58,AT,0,1,0.3442717616273229
59,AT,1,1,0.2443716096466182
60,AV,0,0,0.053256370849364534
61,AV,1,0,-0.19295459114479957
62,AV,0,1,-0.01185341982529172
63,AV,1,1,0.1322940537915252
64,AX,0,0,0.2560719292167598
65,AX,1,0,0.6090705893409647
66,AX,0,1,0.34868096599794607
67,AX,1,1,0.6784242140187059
68,AZ,0,0,0.4562534517389518
69,AZ,1,0,0.6456387931962089
70,AZ,0,1,0.641637787010896
71,AZ,1,1,0.4153925625785674
72,BA,0,0,0.3810525516572231
73,BA,1,0,0.5009517590420621
74,BA,0,1,0.444834473992818
75,BA,1,1,0.4037611676887425
76,BB,0,0,0.03681939515677716
77,BB,1,0,0.2523643308116925
78,BB,0,1,0.04412528549054459
79,BB,1,1,0.15280390732157506
80,BC,0,0,-0.06014784300982057
81,BC,1,0,-0.30597993696533543
82,BC,0,1,-0.4355030381240167
83,BC,1,1,-0.028533483090978105
84,IAA,0,0,0.4846995735439906
85,IAA,1,0,0.22924758070412443
86,IAA,0,1,0.6117196544694452
87,IAA,1,1,0.7037922892656165
88,IAC,0,0,0.7071977602667889
89,IAC,1,0,0.5100533857586849
90,IAC,0,1,0.7644058597823552
91,IAC,1,1,0.35695714537740375
92,IAF,0,0,0.6276164942621897
93,IAF,1,0,0.8771394755473859
94,IAF,0,1,0.5626538332339521
95,IAF,1,1,1.002973811458462
96,IAH,0,0,0.35560410524641145
97,IAH,1,0,1.0507899125190636
98,IAH,0,1,0.29076108921373106
99,IAH,1,1,1.3405073709007025
100,IAJ,0,0,0.7200756191838882
101,IAJ,1,0,1.1243172077607795
102,IAJ,0,1,1.0410049789243063
103,IAJ,1,1,0.6685561945462355
104,IAK,0,0,0.34948367482704745
105,IAK,1,0,0.17322719419793423
106,IAK,0,1,0.16757027950815698
107,IAK,1,1,0.05486330570741424
108,IAL,0,0,1.1517009741696793
109,IAL,1,0,1.3701286856655834
110,IAL,0,1,1.2433132529190563
111,IAL,1,1,1.6430318245605635
112,IAM,0,0,0.6797452460342814
113,IAM,1,0,0.4403636010671574
114,IAM,0,1,0.6325948277424682
115,IAM,1,1,0.6968498968731683
116,IAN,0,0,0.6838468635970621
117,IAN,1,0,0.6681939640342832
118,IAN,0,1,0.6934526357529837
119,IAN,1,1,0.8290263391772741
120,IAO,0,0,0.6667956841327749
121,IAO,1,0,0.7202301677994739
122,IAO,0,1,1.0406765881440276
123,IAO,1,1,1.0334257046558846
124,IAP,0,0,0.9664644137317204
125,IAP,1,0,0.5637356421675379
126,IAP,0,1,0.8241616034347117
127,IAP,1,1,0.88918441585464
128,IAQ,0,0,0.6019423244876942
129,IAQ,1,0,0.20965914945311864
130,IAQ,0,1,0.9582569370097977
131,IAQ,1,1,0.8328535041354066
132,AB,0,0,0.5154172251632142
133,AB,1,0,0.5358044398853548
134,AB,0,1,0.7323301479023372
135,AB,1,1,0.9730521208148375
136,AC,0,0,0.8077652489510161
137,AC,1,0,1.1134965036301319
138,AC,0,1,0.669713876898157
139,AC,1,1,2.2010603610891684
140,AF,0,0,0.09919047683031111
141,AF,1,0,0.04435486164592734
142,AF,0,1,0.8800034424719108
143,AF,1,1,0.6018196587905241
144,AH,0,0,0.5858712146121134
145,AH,1,0,0.3607483601576684
146,AH,0,1,-1.0075175250037693
147,AH,1,1,-0.19409703137647288
148,AI,0,0,0.326437409584083
149,AI,1,0,0.26081421188922943
150,AI,0,1,0.5296644860349171
151,AI,1,1,0.1634014524409076
152,AJ,0,0,0.5284167945750111
153,AJ,1,0,0.6296151529689642
154,AJ,0,1,0.6797835327389561
155,AJ,1,1,1.1519317370478293
156,AK,0,0,-0.10872220989247586
157,AK,1,0,0.9213554937229529
158,AK,0,1,0.43132171512586565
159,AK,1,1,0.7091996316620548
160,AL,0,0,0.42177163719157185
161,AL,1,0,-0.035100106398002665
162,AL,0,1,0.4972746160391417
163,AL,1,1,0.38404813392304016
164,AM,0,0,0.33194824719536614
165,AM,1,0,0.46419692329399936
166,AM,0,1,0.5218291723995455
167,AM,1,1,0.0315583753891752
168,AN,0,0,0.09530076124646567
169,AN,1,0,1.2326867473703393
170,AN,0,1,0.33652209780272313
171,AN,1,1,-0.00875986660950026
172,AO,0,0,0.5083539745089358
173,AO,1,0,0.1829961431894973
174,AO,0,1,1.0152829708448996
175,AO,1,1,1.421554024070865
176,AP,0,0,0.5643569784231486
177,AP,1,0,0.33993604054071297
178,AP,0,1,0.42237010289887705
179,AP,1,1,0.13354882374648228
180,AQ,0,0,0.5665462936973877
181,AQ,1,0,0.7200055448386669
182,AQ,0,1,0.5556306736061686
183,AQ,1,1,0.7787476701154145
184,AS,0,0,0.03588645603220663
185,AS,1,0,0.9626906353074491
186,AS,0,1,1.3034254359828106
187,AS,1,1,0.6388984757744809
188,AT,0,0,0.30737825814448705
189,AT,1,0,0.18302578857287521
190,AT,0,1,0.6238151110284368
191,AT,1,1,0.08876924878455399
192,AV,0,0,-0.059264887394228305
193,AV,1,0,0.00760273965239085
194,AV,0,1,-0.4573345224612424
195,AV,1,1,0.35683615057090445
196,AX,0,0,0.32914316753781453
197,AX,1,0,0.7551677585005185
198,AX,0,1,0.27108852413572
199,AX,1,1,1.0545983061610669
200,AZ,0,0,0.7356236147414617
201,AZ,1,0,0.6720892852935076
202,AZ,0,1,0.8605602869876735
203,AZ,1,1,1.0352416073579176
204,BA,0,0,0.4547209493591672
205,BA,1,0,0.38597536929061027
206,BA,0,1,0.3305227806233413
207,BA,1,1,0.38879369807212155
208,BB,0,0,-0.0355586582242637
209,BB,1,0,-0.12970295651534014
210,BB,0,1,0.4702576487924771
211,BB,1,1,-0.20897185115169944
212,BC,0,0,-0.15152945020075428
213,BC,1,0,-0.6421284914359328
214,BC,0,1,-0.7795927506414517
215,BC,1,1,0.27257780905819284
216,IAA,0,0,0.3489937144896498
217,IAA,1,0,0.40508563807181974
218,IAA,0,1,0.529323797217076
219,IAA,1,1,0.763195937790041
220,IAC,0,0,0.7284654275829866
221,IAC,1,0,0.7434945056965709
222,IAC,0,1,0.506648380863603
223,IAC,1,1,0.37900877299957786
224,IAF,0,0,0.692931387251705
225,IAF,1,0,0.36740657844870134
226,IAF,0,1,0.7409724292080134
227,IAF,1,1,0.6580557535876407
228,IAH,0,0,0.4962328144005079
229,IAH,1,0,-0.5640446443860259
230,IAH,0,1,0.1184247009511227
231,IAH,1,1,1.3418722125006433
232,IAJ,0,0,1.340177054896976
233,IAJ,1,0,1.4805020861146978
234,IAJ,0,1,0.9956915472905933
235,IAJ,1,1,1.19467983322985
236,IAK,0,0,0.39622913529351705
237,IAK,1,0,1.8438574774524015
238,IAK,0,1,0.014927629223579882
239,IAK,1,1,0.2816669672397785
240,IAL,0,0,1.0225512475025886
241,IAL,1,0,1.5191155801913265
242,IAL,0,1,1.5080087785783083
243,IAL,1,1,2.723328832863702
244,IAM,0,0,0.5800553557401938
245,IAM,1,0,0.0630288464458231
246,IAM,0,1,0.018230561977367693
247,IAM,1,1,0.12462651373366578
248,IAN,0,0,1.2808383322125403
249,IAN,1,0,0.44271506815110345
250,IAN,0,1,0.5756634675557086
251,IAN,1,1,1.4570546586078155
252,IAO,0,0,0.8523256160143197
253,IAO,1,0,0.6540669574380711
254,IAO,0,1,1.4749567160888337
255,IAO,1,1,1.739163193135865
256,IAP,0,0,0.7792694458561263
257,IAP,1,0,-0.08171044533437274
258,IAP,0,1,0.4874750084057966
259,IAP,1,1,1.4083290545830347
260,IAQ,0,0,0.7937103656918599
261,IAQ,1,0,0.2965915945655731
262,IAQ,0,1,1.1665073219141062
263,IAQ,1,1,1.1157281611353536
