,Sub,TI,TR,pupil
0,AB,0,0,-0.020766842486511262
1,AB,1,0,-0.019928380987031365
2,AB,0,1,-0.02719502629184807
3,AB,1,1,-0.01194667958353822
4,AC,0,0,0.05612626705223392
5,AC,1,0,0.03691684632530738
6,AC,0,1,0.03267785580982555
7,AC,1,1,0.04639160048717995
8,AF,0,0,0.006457987762377236
9,AF,1,0,0.0014825130144538994
10,AF,0,1,0.007535996769370655
11,AF,1,1,-0.015911839290927605
12,AH,0,0,0.020039498418199114
13,AH,1,0,0.008833651416854571
14,AH,0,1,-0.00043215481028594123
15,AH,1,1,0.0206299801775727
16,AI,0,0,-0.0032587803389207215
17,AI,1,0,-0.017934482399240424
18,AI,0,1,-0.005068497802144407
19,AI,1,1,-0.009730355375942497
20,AJ,0,0,0.011674880778372133
21,AJ,1,0,-0.0026274265507060424
22,AJ,0,1,0.0320323831961889
23,AJ,1,1,-0.013855049471956345
24,AK,0,0,0.011116562336946259
25,AK,1,0,0.025546079110031074
26,AK,0,1,0.015568150547615615
27,AK,1,1,0.002689002098435659
28,AL,0,0,-0.0016944507803418709
29,AL,1,0,0.037908194423531515
30,AL,0,1,0.01443291432048547
31,AL,1,1,-0.02238073509807624
32,AM,0,0,0.012784966025658515
33,AM,1,0,-0.017109485786286092
34,AM,0,1,-0.009381890577313215
35,AM,1,1,0.0019131993559999344
36,AN,0,0,-0.007127519757979843
37,AN,1,0,0.03319923214705857
38,AN,0,1,0.038410909903587184
39,AN,1,1,0.03142256898161796
40,AO,0,0,0.05571162406117678
41,AO,1,0,0.06156273005370239
42,AO,0,1,0.049749220955283974
43,AO,1,1,0.03521359871192705
44,AP,0,0,0.04460458840414501
45,AP,1,0,0.02982584227092284
46,AP,0,1,0.06547536369101901
47,AP,1,1,0.0178394607235012
48,AQ,0,0,0.006250298527284614
49,AQ,1,0,0.033143649170285096
50,AQ,0,1,0.03073167165309501
51,AQ,1,1,0.02843996322987228
52,AS,0,0,0.019356650585793188
53,AS,1,0,-0.0045341721035382235
54,AS,0,1,0.03436127399314598
55,AS,1,1,-0.03642791072381302
56,AT,0,0,0.02265937402061042
57,AT,1,0,0.045572000200292485
58,AT,0,1,0.01674308103076113
59,AT,1,1,0.013280213843503665
60,AV,0,0,0.008463227476325729
61,AV,1,0,-0.003147015521293118
62,AV,0,1,-0.012052869180640791
63,AV,1,1,0.013512363261548272
64,AX,0,0,0.0017443155016032925
65,AX,1,0,-0.012078216235233858
66,AX,0,1,0.027880410248158162
67,AX,1,1,-0.008642145749155583
68,AZ,0,0,0.018616213881163905
69,AZ,1,0,0.008064197311315177
70,AZ,0,1,-0.0006869080269918696
71,AZ,1,1,-0.0018935860364633825
72,BA,0,0,-0.0028606285925898817
73,BA,1,0,-0.013792481008325197
74,BA,0,1,-0.012387225692635036
75,BA,1,1,-0.012293962256907688
76,BB,0,0,0.005034167133304014
77,BB,1,0,0.012025525781988369
78,BB,0,1,-0.00596974936183655
79,BB,1,1,-0.02000934811462625
80,BC,0,0,-0.005417690898411013
81,BC,1,0,-0.0018988048742062504
82,BC,0,1,-0.002078850916463283
83,BC,1,1,0.006532863669755204
84,IAA,0,0,-0.045896172268755045
85,IAA,1,0,-0.05139596314550446
86,IAA,0,1,-0.04330691044016255
87,IAA,1,1,-0.05881952081808972
88,IAC,0,0,0.004223670482010856
89,IAC,1,0,0.0954156685036324
90,IAC,0,1,0.012995151228267268
91,IAC,1,1,0.0889160001046055
92,IAF,0,0,0.01862753987562237
93,IAF,1,0,-0.02725212555173176
94,IAF,0,1,-0.009164375380875993
95,IAF,1,1,-0.00012007828775801468
96,IAH,0,0,-0.028163727632373434
97,IAH,1,0,-0.1294999999934508
98,IAH,0,1,0.06670915158930588
99,IAH,1,1,-0.09683838284817503
100,IAJ,0,0,-0.00011249049934560331
101,IAJ,1,0,-0.0004932469003339514
102,IAJ,0,1,-0.0039019277746764267
103,IAJ,1,1,0.0062438640783165685
104,IAK,0,0,0.017176625525368614
105,IAK,1,0,-0.036816513960613174
106,IAK,0,1,0.0026842603738874773
107,IAK,1,1,0.01780843595361001
108,IAL,0,0,0.015910705561855462
109,IAL,1,0,-0.028014140961956
110,IAL,0,1,-0.029819053350448457
111,IAL,1,1,-0.04672470194459969
112,IAM,0,0,-0.04864909957100666
113,IAM,1,0,-0.06297478223478462
114,IAM,0,1,-0.10565517038779043
115,IAM,1,1,-0.13431499836269972
116,IAN,0,0,-0.05237859265829714
117,IAN,1,0,0.01244918500653107
118,IAN,0,1,-0.018373240908925347
119,IAN,1,1,-0.12854009668380215
120,IAO,0,0,0.007754561064932197
121,IAO,1,0,-0.06827038427792578
122,IAO,0,1,0.021452323844974835
123,IAO,1,1,-0.008937321253543153
124,IAP,0,0,-0.05279456145961993
125,IAP,1,0,-0.07182711124530333
126,IAP,0,1,-0.0004128958391588517
127,IAP,1,1,-0.03359685762076772
128,IAQ,0,0,0.012665092167853116
129,IAQ,1,0,-0.008321660062507563
130,IAQ,0,1,0.02830250641024047
131,IAQ,1,1,0.04825148555680187
132,AB,0,0,-0.025567650373798902
133,AB,1,0,-0.07872866988866921
134,AB,0,1,-0.017503061458414598
135,AB,1,1,-0.019447550212916588
136,AC,0,0,0.07120877694093726
137,AC,1,0,-0.011941481204515665
138,AC,0,1,-0.022750513381936992
139,AC,1,1,-0.01731681416217018
140,AF,0,0,0.0017858793305324118
141,AF,1,0,0.038232991123740304
142,AF,0,1,0.04683424429995437
143,AF,1,1,-0.049014498415218856
144,AH,0,0,0.007945418718420342
145,AH,1,0,0.03737603414084371
146,AH,0,1,0.04618251556719602
147,AH,1,1,0.04124809926343952
148,AI,0,0,0.023844111973714374
149,AI,1,0,-0.027054302674465926
150,AI,0,1,-0.015038619284986517
151,AI,1,1,-0.016363208610713456
152,AJ,0,0,-0.0013977368990505108
153,AJ,1,0,-0.008722203316501611
154,AJ,0,1,0.04743896301809247
155,AJ,1,1,0.02093371970179443
156,AK,0,0,0.010942861185099444
157,AK,1,0,0.0041952307867316515
158,AK,0,1,0.005420834122167376
159,AK,1,1,-0.05863043121367924
160,AL,0,0,-0.0011469854574067846
161,AL,1,0,0.05342839555889163
162,AL,0,1,-0.007740273145341878
163,AL,1,1,0.01426674305572857
164,AM,0,0,0.016898421452040454
165,AM,1,0,-0.09677270733764812
166,AM,0,1,-0.05168078703559081
167,AM,1,1,-0.0022977700710549876
168,AN,0,0,0.03332206246560735
169,AN,1,0,0.03350749357551436
170,AN,0,1,0.024298257627546213
171,AN,1,1,0.05625982272544275
172,AO,0,0,0.012119604927990007
173,AO,1,0,0.07957925218080411
174,AO,0,1,0.02334212686180618
175,AO,1,1,0.04508541658974599
176,AP,0,0,0.06667058607824707
177,AP,1,0,0.033551875761965166
178,AP,0,1,0.08991600602088273
179,AP,1,1,0.06867860476222211
180,AQ,0,0,0.009274700236157628
181,AQ,1,0,0.04265947118824414
182,AQ,0,1,0.058722936280964526
183,AQ,1,1,0.04263692942457596
184,AS,0,0,0.02691009153696923
185,AS,1,0,-0.0782304606664761
