,Sub,TI,TR,pupil
0,AB,0,0,-0.051511838436297766
1,AB,1,0,-0.04016763843749063
2,AB,0,1,-0.054722880809552524
3,AB,1,1,-0.21646389934599658
4,AC,0,0,0.4692884742124906
5,AC,1,0,0.2400238493755663
6,AC,0,1,0.14410759462461747
7,AC,1,1,0.3557301951800558
8,AF,0,0,-0.39935386127974004
9,AF,1,0,-0.5431385420611119
10,AF,0,1,-0.3282382836708577
11,AF,1,1,-0.4784479426461504
12,AH,0,0,0.7560617237394257
13,AH,1,0,0.8559230497861633
14,AH,0,1,0.6308624538394585
15,AH,1,1,0.8634747082538623
16,AI,0,0,0.5995209277588952
17,AI,1,0,0.4464672068472677
18,AI,0,1,0.6734314144155076
19,AI,1,1,0.5354316258983944
20,AJ,0,0,0.4131721577588671
21,AJ,1,0,0.48605806736172646
22,AJ,0,1,0.6478539141357432
23,AJ,1,1,0.574336638214729
24,AK,0,0,0.4327933204582306
25,AK,1,0,0.6278032599236618
26,AK,0,1,0.5398906553764826
27,AK,1,1,0.6586606321746203
28,AL,0,0,0.000376457526361385
29,AL,1,0,0.0894496192284426
30,AL,0,1,0.014603799575205842
31,AL,1,1,-0.010365393872579657
32,AM,0,0,0.295339465581591
33,AM,1,0,0.3818756707001364
34,AM,0,1,0.28161591347977266
35,AM,1,1,0.3180251452107449
36,AN,0,0,-0.02802673875008766
37,AN,1,0,0.14239974427804505
38,AN,0,1,0.3150653628953334
39,AN,1,1,0.1532334364514535
40,AO,0,0,0.4882177645159841
41,AO,1,0,0.424852036136048
42,AO,0,1,0.4233171570372541
43,AO,1,1,0.48238446415303704
44,AP,0,0,0.43856093869281665
45,AP,1,0,0.3168242764282902
46,AP,0,1,0.27577280512649927
47,AP,1,1,0.380350471173016
48,AQ,0,0,0.4475800304672628
49,AQ,1,0,0.3427879306326934
50,AQ,0,1,0.49783535304331084
51,AQ,1,1,0.37933985451971974
52,AS,0,0,0.2867861754472174
53,AS,1,0,0.42044001664541597
54,AS,0,1,0.3486754148018728
55,AS,1,1,0.08690099179808952
56,AT,0,0,0.1494480466117577
57,AT,1,0,0.3924246271279621
58,AT,0,1,0.35116210960454697
59,AT,1,1,0.12415180349815458
60,AV,0,0,-0.10534818170667609
61,AV,1,0,-0.3811001628220124
62,AV,0,1,-0.210181956078151
63,AV,1,1,0.17245301161483112
64,AX,0,0,0.14950274522680027
65,AX,1,0,0.2570807792639444
66,AX,0,1,0.23045585372527855
67,AX,1,1,0.38261248620232746
68,AZ,0,0,0.4640997949180967
69,AZ,1,0,0.5904661385585034
70,AZ,0,1,0.5706577827923648
71,AZ,1,1,0.3228256840501522
72,BA,0,0,0.2937224791372373
73,BA,1,0,0.46482037186088765
74,BA,0,1,0.39539196970223606
75,BA,1,1,0.3230207627633208
76,BB,0,0,0.11330155263112303
77,BB,1,0,0.3673612627976419
78,BB,0,1,0.07156952872121106
79,BB,1,1,0.049844420438084444
80,BC,0,0,-0.10758936192939755
81,BC,1,0,-0.2261788945839832
82,BC,0,1,-0.310401228778401
83,BC,1,1,-0.08395467427268075
84,IAA,0,0,0.08690336837550515
85,IAA,1,0,-0.11288655165731408
86,IAA,0,1,0.5003449861819795
87,IAA,1,1,0.2120774199625991
88,IAC,0,0,0.8522929547507994
89,IAC,1,0,0.9277929911565047
90,IAC,0,1,0.6701970867742659
91,IAC,1,1,0.815308757889257
92,IAF,0,0,0.1498115492821849
93,IAF,1,0,0.06096740419432945
94,IAF,0,1,0.20826289175531545
95,IAF,1,1,0.37313686552545344
96,IAH,0,0,0.5310871149160683
97,IAH,1,0,0.9878018670973003
98,IAH,0,1,0.4496848898607829
99,IAH,1,1,1.1401982529728196
100,IAJ,0,0,1.0334401576121628
101,IAJ,1,0,1.060966072233912
102,IAJ,0,1,1.2614681300342627
103,IAJ,1,1,0.8826607024438912
104,IAK,0,0,0.6070752304728381
105,IAK,1,0,0.4340933632636238
106,IAK,0,1,0.6117576267415883
107,IAK,1,1,0.4663189327146982
108,IAL,0,0,0.8121520420754028
109,IAL,1,0,0.995291214034882
110,IAL,0,1,0.7732773860582256
111,IAL,1,1,1.3221767106696989
112,IAM,0,0,0.5510656467424291
113,IAM,1,0,0.27902329860118275
114,IAM,0,1,0.5332570826800308
115,IAM,1,1,0.1296299239664359
116,IAN,0,0,1.0806701202885916
117,IAN,1,0,1.318817718520057
118,IAN,0,1,1.3338794092530255
119,IAN,1,1,1.0567674246950138
120,IAO,0,0,0.9083558267373439
121,IAO,1,0,0.8500522773294674
122,IAO,0,1,0.9655944178004736
123,IAO,1,1,0.9838001329713963
124,IAP,0,0,0.36855552758050636
125,IAP,1,0,0.23199313542584166
126,IAP,0,1,0.2476265533757242
127,IAP,1,1,0.36245912924051027
128,IAQ,0,0,0.6812122229097127
129,IAQ,1,0,0.4201534245390861
130,IAQ,0,1,1.012589601307127
131,IAQ,1,1,0.7322191423908309
132,AB,0,0,-0.0029666689748276557
133,AB,1,0,-0.18964614104681396
134,AB,0,1,0.1852591158028772
135,AB,1,1,0.43054316497552114
136,AC,0,0,0.20419312172625215
137,AC,1,0,0.509346391762469
138,AC,0,1,-0.4605152918880941
139,AC,1,1,1.759874582177349
140,AF,0,0,-0.5947774967987577
141,AF,1,0,-0.5048385563661447
