,a,a_std,a_subj.0,a_subj.1,a_subj.10,a_subj.11,a_subj.12,a_subj.13,a_subj.14,a_subj.15,a_subj.16,a_subj.17,a_subj.18,a_subj.19,a_subj.2,a_subj.20,a_subj.21,a_subj.22,a_subj.23,a_subj.24,a_subj.25,a_subj.26,a_subj.27,a_subj.28,a_subj.29,a_subj.3,a_subj.30,a_subj.31,a_subj.32,a_subj.4,a_subj.5,a_subj.6,a_subj.7,a_subj.8,a_subj.9,t,t_std,t_subj.0,t_subj.1,t_subj.10,t_subj.11,t_subj.12,t_subj.13,t_subj.14,t_subj.15,t_subj.16,t_subj.17,t_subj.18,t_subj.19,t_subj.2,t_subj.20,t_subj.21,t_subj.22,t_subj.23,t_subj.24,t_subj.25,t_subj.26,t_subj.27,t_subj.28,t_subj.29,t_subj.3,t_subj.30,t_subj.31,t_subj.32,t_subj.4,t_subj.5,t_subj.6,t_subj.7,t_subj.8,t_subj.9,v(0.0),v(0.1),v(1.0),v(1.1),v_std,v_subj(0.0).0,v_subj(0.0).1,v_subj(0.0).10,v_subj(0.0).11,v_subj(0.0).12,v_subj(0.0).13,v_subj(0.0).14,v_subj(0.0).15,v_subj(0.0).16,v_subj(0.0).17,v_subj(0.0).18,v_subj(0.0).19,v_subj(0.0).2,v_subj(0.0).20,v_subj(0.0).22,v_subj(0.0).23,v_subj(0.0).24,v_subj(0.0).25,v_subj(0.0).27,v_subj(0.0).28,v_subj(0.0).29,v_subj(0.0).3,v_subj(0.0).31,v_subj(0.0).32,v_subj(0.0).4,v_subj(0.0).5,v_subj(0.0).7,v_subj(0.0).8,v_subj(0.0).9,v_subj(0.1).0,v_subj(0.1).10,v_subj(0.1).12,v_subj(0.1).14,v_subj(0.1).15,v_subj(0.1).16,v_subj(0.1).18,v_subj(0.1).19,v_subj(0.1).2,v_subj(0.1).21,v_subj(0.1).23,v_subj(0.1).24,v_subj(0.1).26,v_subj(0.1).28,v_subj(0.1).30,v_subj(0.1).4,v_subj(0.1).5,v_subj(0.1).7,v_subj(0.1).9,v_subj(1.0).10,v_subj(1.0).12,v_subj(1.0).13,v_subj(1.0).14,v_subj(1.0).15,v_subj(1.0).18,v_subj(1.0).19,v_subj(1.0).2,v_subj(1.0).20,v_subj(1.0).23,v_subj(1.0).28,v_subj(1.0).4,v_subj(1.0).5,v_subj(1.0).7,v_subj(1.0).9,v_subj(1.1).12,v_subj(1.1).14,v_subj(1.1).15,v_subj(1.1).16,v_subj(1.1).17,v_subj(1.1).18,v_subj(1.1).2,v_subj(1.1).21,v_subj(1.1).23,v_subj(1.1).28,v_subj(1.1).3,v_subj(1.1).30,v_subj(1.1).4,v_subj(1.1).6,v_subj(1.1).7,v_subj(1.1).9
0,1.26919142279,1.9900979651,1.48978641276,3.45667129979,0.107422141968,0.293730310415,0.587058517906,0.506045055641,4.14237130727,3.74173600652,0.193958098688,0.15941986953,3.81100044703,0.866551539767,0.667100565185,0.618178399638,5.07480701205,2.05904774866,0.136744350955,0.000311124820215,2.036394136,0.242760070479,0.00975194922913,3.7080860085,0.0020030488722,0.327948929863,0.0653026104639,0.680797394401,0.515434144433,0.49037658739,0.00641550400358,0.88882079128,0.800861364976,1.48672131678,2.56508943001,0.675070130937,0.296144513845,0.370193281824,0.850986229652,0.327499677884,0.666661052777,0.967458424129,0.63938375051,0.799763675667,0.69105637984,0.699957709753,0.268597566982,0.543308072524,0.955976781648,0.579375801734,0.519941109184,0.803942276898,0.591800857858,0.416245377624,0.463648071078,0.786204601237,0.764300216077,0.526504143393,0.46939931501,0.957715905898,0.482480495541,0.41255679271,0.398550913174,0.993313975745,0.561842005877,0.664021871125,0.229728498459,1.33373311723,1.43986179604,0.475946164916,2.13565139505,1.86137153578,2.24007080436,2.14963747102,0.0326438824607,2.15240681687,2.16728658149,2.23141288501,2.18570278115,2.12809280339,2.12828987082,2.1268330404,2.12424957732,2.07382820055,2.23708051885,2.06303789238,2.10136904755,2.13041937516,2.11571618679,2.13284810738,2.09064395575,2.16458518113,2.10620103833,2.14660902257,2.14653414048,2.16223149018,2.1803479867,2.16101567028,2.16513007745,2.13728294734,2.1611240736,2.13927855795,2.15090358576,2.14161072019,1.84134911171,1.86383430197,1.88292706097,1.84799886709,1.90341062252,1.85285336855,1.75705775094,1.86412997833,1.86027571281,1.81688109799,1.79974091085,1.9042357735,1.90463148363,1.81519467158,1.80760467134,1.88094897226,1.86691691518,1.89019866885,1.85948737464,2.16537488145,2.24459605933,2.22576760534,2.28320362211,2.28835789541,2.21499554679,2.24294558143,2.23838022972,2.30449034818,2.21052757583,2.16685704065,2.25733479221,2.24296683594,2.22560902294,2.29988724862,2.10660960817,2.13079152847,2.09901266757,2.0759051148,2.1851780122,2.13939393657,2.16086059143,2.11685076787,2.19950120695,2.12340262921,2.16986074348,2.1741872812,2.11332703393,2.15346514611,2.11653838676,2.16594231851
1,1.24043305182,1.89095606727,0.80438758181,1.34628473251,0.0539662039757,0.141487741054,1.33250846907,0.00604279439352,3.13670918744,3.60490553607,0.668400689485,0.194228322434,3.54575837018,0.563862750615,1.14344240047,0.14926408935,0.304805325918,2.46587772493,1.01305478178,0.000150291618673,1.96651228188,0.243055961432,0.0337860538083,7.19573916658,0.00132715866773,0.0473834419088,0.0772299693561,0.301123102986,0.52317721631,0.435641818102,0.0188497232534,3.23706411788,3.36147682243,1.35586587613,1.91156889131,0.589919683231,0.288152263856,0.761862615237,0.669392172558,1.09807992547,0.450117591509,0.761180618336,0.902193838337,0.3218792483,0.712148735542,0.859643540992,0.268313026578,1.14188664915,0.427111124846,0.504733929292,0.54130308586,0.397943144907,1.08796224283,0.514758117616,0.433312533522,0.821649151997,1.12757815172,0.75142384522,1.12469886557,0.599753820489,0.193775708756,0.61547143897,0.937232290063,0.438696106766,0.620687722996,0.55467163384,0.251604596469,0.438336544886,1.30283331354,0.837469852244,2.1531158636,1.86826728736,2.24345131311,2.14354225559,0.0336744495695,2.1305059218,2.16934623187,2.19292928992,2.09430063769,2.14106053427,2.12044891551,2.1393469085,2.09144695845,2.06176857237,2.13780483405,2.21974009557,2.167355711,2.13459080749,2.19352355612,2.14463938405,2.12295157971,2.16551914279,2.19883817044,2.15719760646,2.14355295975,2.18686734464,2.17148206881,2.11450231533,2.13669610572,2.11586299464,2.17341381461,2.15347993172,2.1590646954,2.17464786355,1.83687972659,1.87263585656,1.84532115911,1.88733138637,1.85053517413,1.83164605137,1.76110030473,1.83221734368,1.85673869345,1.82582745144,1.84446929139,1.8329269959,1.84891868669,1.88423291291,1.83743385083,1.86521338584,1.89444085485,1.88191996466,1.88974565376,2.21242128281,2.23059797272,2.27210574647,2.20442468188,2.23611689503,2.2574187527,2.24231763228,2.2637308553,2.30701632323,2.17977922799,2.30393091638,2.26297235014,2.27314497094,2.24488545027,2.28317480467,2.11951330287,2.16461003293,2.18732980337,2.15513095314,2.11469213746,2.13212043826,2.17422761698,2.18959130352,2.11007275537,2.11686536663,2.13177837672,2.14138003443,2.13174204282,2.1410975001,2.12332275131,2.20109336313
2,1.10845051465,1.44443688141,0.4801355607,0.692719115434,0.132187748091,0.126403532738,1.18713594873,0.12033184864,1.16648856521,0.223783912046,0.438283784134,0.15260242046,1.7169587639,0.617107888519,1.61663005169,0.372567261776,4.59468517893,1.27972577605,1.45864120891,0.00023595673687,0.715812704342,0.348850485144,0.031502210102,4.38238303654,0.000764387631809,0.0365241466482,0.0450632351027,0.105266916064,0.57522674819,0.0415077546724,0.026891006603,2.14451662293,2.30191768588,1.16464635943,1.3264963257,0.551764431509,0.285679482409,0.589079844533,0.502800530959,0.713187720929,0.331895049934,0.46746745335,0.312584556848,0.207594993322,0.488426615141,0.650374463171,0.270091202481,0.351043426663,0.551447766426,0.484344754664,0.483589788006,0.581809695281,1.29556187702,1.05935677008,0.518158251814,1.10117780107,1.15697097688,1.05211636369,0.281302726765,0.334370465115,0.761109920299,0.498473717372,0.198850063451,0.256583554574,0.221555823453,0.230814491739,0.741703992048,0.483702322031,0.580746965909,0.218493583678,2.1467863471,1.84203435491,2.2483101272,2.13651451468,0.0333204614732,2.1697569572,2.11275093483,2.18727149537,2.1945482892,2.1380510965,2.11516914141,2.10264667503,2.07953898425,2.17351072503,2.12724585291,2.22135019544,2.10824664149,2.16015752704,2.21782164358,2.17208557125,2.15522718909,2.1005455399,2.15126018983,2.12896323198,2.12107168764,2.17592776201,2.17315476948,2.11971979078,2.12536225454,2.14548928586,2.21727991558,2.17541013757,2.15795238263,2.16994855706,1.85803702023,1.87739128326,1.85751861689,1.83158712411,1.85841054886,1.79933100913,1.72633379043,1.80734862183,1.8025770009,1.782439114,1.85969647031,1.82972814419,1.87827966307,1.82698152789,1.86954711814,1.87115883398,1.8855478008,1.88094850522,1.86564294879,2.21246016663,2.23964990532,2.16141451934,2.25224565789,2.24343850878,2.2589857234,2.27487314626,2.26482944433,2.31091253065,2.17092394249,2.23680797115,2.20549771319,2.27615183076,2.24457475057,2.32698840629,2.15163361613,2.1458836513,2.12707785839,2.18442233495,2.11599768263,2.11076636831,2.10182227508,2.04878679927,2.1214510115,2.11663934246,2.11227200863,2.13165823107,2.10688156252,2.07709484652,2.13871245522,2.17674982698
3,1.10091548143,1.49330937357,3.55978582935,0.492387366952,0.0340637569929,0.1288400468,0.335195594589,0.0296586622683,1.73726729237,0.151141032571,0.0864691426256,0.132843483705,0.732055441652,0.293739295433,0.939482179253,1.28076111954,3.37756669978,0.406702594748,1.59855895466,9.02628659186e-06,1.22344766691,0.265145426544,0.12345582236,4.70714391912,0.000680174158069,1.85623316212,0.0423377897235,0.107140926229,2.42167834298,0.0574920420611,0.100374896264,0.249190906993,1.08392550423,1.62843174451,4.33048470563,0.528721814208,0.309095704705,0.718010603979,0.560126556462,0.469743678624,0.525010507112,0.422195967336,0.443698620237,0.594853578738,0.36645762155,0.897446278418,0.271044936426,0.530739716336,0.330297628807,0.394943819495,0.372995098696,0.186003038013,0.851091184687,0.920685331655,0.073459224689,1.21442995052,1.04942999493,0.64874711175,0.677778705833,0.237922795531,0.281731486122,0.500590077626,0.287266637391,0.630482164375,0.286844860032,0.265812764811,0.596429657342,0.77971779735,0.403278733375,0.67828172636,2.14299080353,1.85707216609,2.25091452757,2.13911608991,0.0325343592751,2.16710272507,2.15937602782,2.09661470029,2.19213356404,2.17449664178,2.17826646841,2.13579345559,2.19578265553,2.07991434979,2.15225105462,2.09111720537,2.16152573314,2.15669163669,2.15097272872,2.1665126949,2.20301139713,2.13704403958,2.12688318296,2.10225037614,2.17113802578,2.1089883468,2.11157758529,2.17451301776,2.13265616147,2.12149008434,2.09863440634,2.09765629362,2.18051933375,2.15431549063,1.87163783458,1.8154843652,1.84911602505,1.87225118731,1.83981068166,1.82351009775,1.76066714969,1.83673640859,1.8028572821,1.89715833417,1.85342717117,1.86218696044,1.8485977277,1.91374382963,1.86243719417,1.89077723964,1.86999269014,1.87475079311,1.88576690615,2.19347643168,2.26049233939,2.24771819887,2.2851466737,2.25109188435,2.2463191971,2.27217313823,2.26993899029,2.19228337803,2.31640422331,2.33253891569,2.2582988806,2.22018891131,2.23439050901,2.23597966491,2.12317692255,2.14238704762,2.13883389083,2.11041298225,2.15530186979,2.15141383314,2.09220006199,2.13537167794,2.15532989746,2.16309015802,2.17584645997,2.11927839333,2.12813159865,2.09765641643,2.11466437313,2.17651083896
4,1.10928244969,1.57679105596,2.29011933574,0.449217977623,0.0185247553471,0.203446770332,0.212183535431,0.0144118425517,1.34507776076,0.339706070537,0.170904347082,0.189357271292,1.36992314168,0.135437843853,1.06061860874,2.08602137177,7.28756504474,0.0831598777081,1.81143395296,0.00078721935758,0.549084621871,2.03630409538,0.270342815298,3.8565023833,0.0467752247274,0.348777286824,0.0416667981568,0.357012544135,2.39343775401,0.0297368935982,0.107527044859,0.61020420442,2.72479688231,2.13976907329,4.29892429407,0.446556338399,0.338417812852,0.302333369614,0.332998233638,0.422205133576,0.053240600954,0.700324502272,1.04229885494,0.0800055872586,0.441874112519,1.67729658654,0.263532668922,0.743863901875,0.220801356032,0.647810999778,0.174572341059,0.662958300434,0.903806230026,1.61474672201,0.271141001648,1.67302831777,1.37736635253,0.457437049668,0.198102501821,0.200969009114,0.559742646876,0.340643256278,0.517938283525,0.167992250901,0.281825034243,0.579295059032,0.355260900793,1.71669362066,0.434295336919,0.238905840219,2.14773591799,1.86392729418,2.25793435841,2.1305622012,0.0336671781066,2.198408171,2.11041147479,2.19716630193,2.18899715908,2.14600479032,2.11794385971,2.10874111098,2.16687153504,2.15146399925,2.15296389404,2.16958158839,2.12868052729,2.09639754377,2.1657566365,2.13276176354,2.0909523901,2.13988869518,2.13587985857,2.15289448877,2.13349234652,2.21927691395,2.11512766116,2.15000743594,2.15722237074,2.10677843783,2.18627504771,2.20130603249,2.14875974715,2.10637364322,1.86305421677,1.84233761751,1.87888051459,1.88570688127,1.803990248,1.85546338306,1.92455342619,1.86607924083,1.90330721045,1.92173164587,1.90027860717,1.82929793048,1.88141988718,1.83038806808,1.87809092838,1.86559100544,1.83852272313,1.84976873765,1.85171344762,2.32039549206,2.23591579034,2.25836427718,2.28005526326,2.25573757507,2.2591113887,2.24978638039,2.19952314366,2.22847496575,2.26463878797,2.26449248239,2.26442653301,2.25014633032,2.28020830209,2.21087516598,2.17859752658,2.08355006999,2.1347178806,2.15568191779,2.14276609915,2.1204866904,2.17786517427,2.14685518193,2.14385510228,2.14700940552,2.1543870831,2.18686373928,2.13598390113,2.11784805291,2.16509193511,2.08638487591
5,0.939766061843,1.4897437407,2.52796356815,1.03690996711,0.00849068235598,0.118197854797,0.027939507252,0.226657705916,1.10942505377,0.728241170279,0.106482095777,0.00327405477981,0.955652407876,0.0391991387155,6.45207406433,1.86273972835,3.42113272449,0.0722479815334,1.0982365322,0.00792736918366,2.92363859543,2.02998856163,0.0208363640713,1.70563471611,0.02980969099,0.150707900562,0.00856241849509,0.367674975736,1.99479948879,0.0323863086227,0.202948143569,0.492999881652,2.65611697018,1.59421534183,0.414113317535,0.450623952295,0.448688303991,0.299831624672,0.641759827001,0.255976386421,0.408296079739,0.801351920158,0.938258299912,0.0221709104246,0.123219146041,2.0228285638,0.103165725005,0.860769168753,0.341446395583,0.116449234702,0.396593969025,0.0792213069804,0.885210138411,0.724199495566,0.633117735907,1.65042126155,1.43357462015,1.01871527992,0.423528661686,0.204450403103,0.602803734856,0.263791882231,0.380632341837,0.271989983477,0.391395306553,0.348879085294,0.127517130092,0.264455922629,0.281187058851,0.592361482997,2.15246011736,1.85913832646,2.26345348393,2.14476719623,0.0352336649258,2.18043108577,2.12453863389,2.16595490193,2.10480939719,2.15839141126,2.1247606024,2.11725129675,2.17000058986,2.14782575077,2.1586346801,2.20702224829,2.15792152545,2.22454266989,2.17529048444,2.17039486972,2.14078006169,2.12769152546,2.15800344762,2.17617266569,2.15574844689,2.22814007164,2.15842978252,2.17393664398,2.12898204522,2.1388875693,2.13266299129,2.18905567279,2.1492277426,2.12115233815,1.84067893381,1.82607832154,1.84373018142,1.83194732995,1.81289508228,1.86006697944,1.83821362323,1.88898950297,1.87332069632,1.99565797098,1.81811464363,1.85596975846,1.91715306568,1.82020594195,1.85431135711,1.88083586302,1.92683767568,1.87205836879,1.83074199267,2.33515359555,2.29259625478,2.27337797104,2.33205560713,2.30580466867,2.24254273138,2.25596938468,2.29572189763,2.22028789797,2.29102219575,2.28408484001,2.28247967882,2.22780311758,2.25571772483,2.25639617245,2.17936826166,2.17907060238,2.10931695716,2.15211778401,2.17870168949,2.14130877124,2.17765878524,2.10135972066,2.15712124542,2.12387572739,2.14056006501,2.10829500863,2.14481874846,2.12091870564,2.10704682008,2.11406693016
6,1.0668174632,1.39209437059,3.00975159533,0.945324754982,0.377872824319,0.215416648729,0.13413380264,0.0977998025423,0.268352594911,0.515143009859,0.756571441368,0.0145930713926,0.561655595218,0.0330893803143,6.09111865843,0.326438831139,4.29957060417,0.0472988386924,0.539823195462,0.01339122269,2.77012497495,4.524957865,1.10376242808,1.14924269459,0.0657092673606,0.253485003784,0.010629852613,1.24461908079,0.804778874918,0.043566924802,1.20100988336,0.25142828987,2.47210489964,0.729134384562,0.278930904964,0.48480247265,0.332585768443,0.411363552911,0.437080641049,0.0911365043799,1.01263000506,0.319303572416,1.52183224552,0.0389829424594,0.278933605295,0.775023071805,0.23727642945,0.913341378311,0.306123780098,0.10817753558,0.418572431044,0.130688978678,0.172272861624,1.0276169809,0.0800967870465,1.62445457041,0.836523856413,0.175341293972,0.465760254233,0.254635632122,1.39154387799,1.18077213974,0.254513729743,0.734016227504,0.163918265976,0.668646316415,0.827268920635,0.461792017397,0.615134418695,0.346644078378,2.1498736245,1.87714459986,2.27478978352,2.13643799353,0.0374737882583,2.14961800459,2.13672097487,2.18608683539,2.1862618145,2.14740660544,2.12193101211,2.20505642466,2.14912814651,2.13550643209,2.17065080976,2.10954431509,2.19632426594,2.21271930424,2.17446063477,2.10323710568,2.12364594226,2.14237583162,2.13456017736,2.17263047031,2.20037642541,2.11502939356,2.094283971,2.14443954971,2.1221597796,2.19610105262,2.1989699696,2.18916574001,2.15883080388,2.14010685472,1.80491299808,1.82386791308,1.85079130021,1.86052291934,1.80281525315,1.88523255576,1.83878589453,1.89688601692,1.85799268553,1.99158559854,1.84562427493,1.83982131762,1.92162509445,1.81859454517,1.90125379765,1.85678486549,1.89396002377,1.8922852333,1.83876477268,2.30963459243,2.28635099177,2.29166474973,2.32573183139,2.26199893353,2.27958585528,2.27010593289,2.25165001495,2.26202159767,2.31086169534,2.26536239365,2.25447904459,2.20067080969,2.27455861691,2.28913902105,2.08854872982,2.16679446084,2.13072555614,2.14432531185,2.18323819609,2.155619557,2.06666689029,2.09686440605,2.17062530299,2.08424275364,2.16510733795,2.13580992538,2.16677222542,2.12589576628,2.12698498624,2.16460605023
7,1.0969263245,1.14029983226,0.184417705857,1.40502248255,0.306161578103,0.27216566878,0.610874864511,0.187206884718,0.312252555228,2.35765563251,2.58462582781,0.00946238704767,0.589958248347,0.268964355142,3.20063483753,0.219154995667,1.74471357659,0.0907681712652,0.721923244519,0.0126819702504,0.360955893891,1.1378179272,0.180786711368,0.598405561378,0.00824871054032,0.567478847066,0.0301573214669,0.705586546286,0.789359297169,0.0696889164491,1.72892265028,0.0673003656696,0.109100644534,0.228801838371,0.567440047969,0.56820054791,0.302815388535,0.136316467568,0.752763194667,0.448677502267,0.791168172556,0.402604099454,1.02906895665,0.762284701721,0.704251279979,0.105879936274,0.214516447193,0.688593677204,0.966345690712,0.282389285832,0.728162312835,0.643352667452,0.496059400997,0.0982829385046,0.500817930139,1.23955442829,0.836065329648,0.898897486618,0.331603597111,0.796856331374,1.47405353023,1.24328418358,0.457770708776,0.881807836017,0.682034294124,0.48389683174,1.03554137015,0.303083421755,1.09810485806,0.424890331128,2.15218153914,1.86856338445,2.30030209107,2.12760408669,0.0389112266483,2.1696005103,2.14333141416,2.13640699508,2.1122847718,2.19299725772,2.12531751501,2.20969656397,2.05600016933,2.12979879244,2.19317713693,2.12846414179,2.13708247836,2.20412619826,2.16124299561,2.11614200909,2.18558676685,2.17003834707,2.14365956855,2.1688297169,2.15544738903,2.0967269983,2.08742528196,2.21875996204,2.16733693398,2.13369933019,2.22053260063,2.11829290095,2.15126939891,2.17844009255,1.87217098868,1.85390831424,1.84217059489,1.87137285966,1.89926060762,1.85345935878,1.85168512255,1.8433869717,1.87844620173,1.92113049605,1.85530982184,1.86032822768,1.82114114006,1.88151387137,1.90419436838,1.86899948516,1.84602778265,1.85963669965,1.82787763708,2.30936188147,2.28937180662,2.26770986637,2.3212682371,2.19312324345,2.27247026369,2.31432145602,2.31022796601,2.30467533269,2.33259755825,2.34384435922,2.29700412458,2.28839982887,2.28295587708,2.28504275386,2.10979551604,2.12859264199,2.11981290128,2.111520592,2.1186681285,2.13774894024,2.20496265356,2.12405218872,2.16394309124,2.10995624211,2.13827311636,2.17590822969,2.16305601451,2.18627925724,2.17932544873,2.13416394198
8,0.940404740165,1.02779235529,0.23988787313,1.1893505358,1.26309043878,0.410028886659,0.741423165923,0.145540929614,0.0353697332621,0.109842463407,0.949250915908,0.00805777176755,0.309517249826,0.333277169657,3.8451806408,0.396447338837,1.07352383546,0.564511379125,0.183691495992,0.0135874541332,0.63119676931,0.821167750767,0.332267339628,0.163231433462,0.0178877141675,0.294053171104,0.0320458422445,1.58775503301,0.62365256937,0.0487963185683,1.10885998952,0.723221642197,1.50086438814,0.367288592693,0.20159510864,0.521056423586,0.329559104521,0.805866987893,0.275228216736,0.47341916225,0.346711316132,0.420589068165,0.963357145513,0.838493735106,0.0468774960651,0.811398285192,0.210650887876,0.453281183769,0.0357558232253,0.317340171989,0.522273109689,0.480179230293,0.602373821592,0.646364983185,0.72427579892,1.26366919746,0.821948544917,1.36089080129,0.474416925624,0.456463888835,1.00848112047,0.138315492977,0.553942532019,0.104507922313,0.69254855375,0.354186925715,0.305464971036,0.660425516316,0.754121104678,1.06193723392,2.15662511855,1.86406269858,2.30836878752,2.14794865565,0.031639768878,2.122653508,2.07251523746,2.11379066577,2.22914142234,2.20479663809,2.17330274398,2.1924916511,2.1808726398,2.17660689784,2.13137348605,2.12092217958,2.16233072171,2.1937049313,2.13213731351,2.12223821916,2.21273666278,2.16877205257,2.16195320175,2.20929899164,2.14889586053,2.22180352541,2.08215716648,2.11624307982,2.13271946571,2.12253939753,2.13001806817,2.11292542684,2.13949087469,2.15942943917,1.87695212975,1.89040699889,1.9304563335,1.89292728435,1.8837088486,1.86710121925,1.87177247689,1.84844972806,1.87206687908,1.81645907656,1.91041696512,1.85693166088,1.8183092662,1.89161075087,1.90253668758,1.8510649137,1.83994166207,1.83334942365,1.86939101563,2.30565891597,2.35995063311,2.29478366267,2.32456291427,2.24307173474,2.27584401625,2.32127658539,2.2890467553,2.29313161443,2.31111157479,2.34684070062,2.30795370934,2.2625170748,2.32750836663,2.3225337102,2.20461707138,2.10205272151,2.09667636617,2.10313953513,2.18676826393,2.18425082967,2.11941635378,2.10862302078,2.08664827619,2.11794236465,2.17638776251,2.18518481115,2.10640203972,2.19712183723,2.16781876638,2.15087251766
9,0.946652361679,0.997999556445,0.218839097663,0.22315258987,0.285710262351,0.482065167371,0.999103359428,0.40835450089,0.796669518201,0.576993070942,1.36130380123,0.998668773572,0.725055074599,0.896660437483,3.79426036274,0.125142539936,1.88276510094,3.03305196798,0.41998876559,0.0139532493122,0.572380980025,0.51027956404,0.539273012687,0.140251074459,0.0615978604137,2.15667851423,0.00813516025878,3.28776043029,0.798891275549,1.23581894823,0.00922015629825,0.759515350375,0.312822907845,0.54266846666,0.0621068799667,0.538817852023,0.377219251666,1.08141189516,0.245556614061,0.317246894058,0.558746508959,0.799866809965,1.58175227868,0.11246840682,1.56509435096,0.799827237221,0.188249976947,0.137281380677,0.592401929862,0.222390275219,0.27577269036,0.176004204973,1.3860469768,1.43231868699,0.905169440808,1.27130878488,0.692724751031,0.225763306355,0.217063875174,0.756168942956,1.11214400194,0.273297149091,0.313402717848,0.699706884515,0.73675046571,0.134750055981,0.0974026376202,0.574594433439,0.256174630601,0.689783394718,2.14845346549,1.88128428728,2.29824368035,2.15393715359,0.0344864987543,2.15895395613,2.11385348973,2.19343879522,2.09486672224,2.21859129003,2.20747536056,2.1242899888,2.0882046277,2.1747258033,2.16313677405,2.20417985995,2.15341630049,2.20559470999,2.15539518323,2.21421905963,2.21208202876,2.10774813894,2.17085165304,2.14752802086,2.12377240381,2.08777633127,2.13082841713,2.11426373187,2.08734815696,2.11646033029,2.17965564554,2.16247224613,2.11267229677,2.16323211972,1.87852382466,1.88116640897,1.85360018419,1.89319562591,1.86528240918,1.87454092294,1.85372086026,1.88954845972,1.88607123944,1.836388689,1.85300879382,1.9154963289,1.90536406847,1.85722418295,1.90924583515,1.8592220422,1.87097939649,1.85737455474,1.91094625148,2.36652606031,2.32597795409,2.28169602192,2.32463712463,2.27305747056,2.26103568071,2.26310151351,2.34196525827,2.27145680118,2.24791074207,2.26586645824,2.30640708844,2.29685267098,2.3560594501,2.31301295324,2.13209565604,2.12745178641,2.17799370938,2.13169024916,2.17735379913,2.15607337053,2.1402016005,2.12342260966,2.08877423652,2.15691259272,2.14223337433,2.13194651259,2.18270782721,2.13758107501,2.12472666804,2.1337556932
