,Sub,pupil,type
0,AB,0.9644377870177487,correct
1,AB,1.1412979613298955,correct
2,AB,2.1760857375322935,correct
3,AB,0.8562919202904489,correct
4,AB,-1.4647761350049193,correct
5,AB,0.333791492215191,correct
6,AB,1.6599140458502109,correct
7,AB,1.6620394084777457,correct
8,AB,-0.06040531703017946,correct
9,AB,0.30653162923860716,correct
10,AB,-0.15880736225666275,correct
11,AB,0.7702027961140562,correct
12,AB,4.098793080926281,correct
13,AB,-0.6520561648950338,correct
14,AB,0.6692994423721618,correct
15,AB,-0.531424673380725,correct
16,AB,-0.17944976477413718,correct
17,AB,1.036487825301944,correct
18,AB,1.3325196576833103,correct
19,AB,1.6097579087229408,correct
20,AB,-0.2613865858635091,correct
21,AB,-0.24213550452622656,correct
22,AB,0.1458042328936112,correct
23,AB,1.2109337385241052,correct
24,AB,0.3532698570317995,correct
25,AB,1.2086093083180929,correct
26,AB,1.7501892556934713,correct
27,AB,2.5698934904771287,correct
28,AB,0.8634786119864097,correct
29,AB,1.0869692914270381,correct
30,AB,0.28097540533313164,correct
31,AB,0.3284027742630903,correct
32,AB,1.099688401057828,correct
33,AB,-0.8894323344374528,correct
34,AB,0.05014610825437569,correct
35,AB,-0.22840591080231434,correct
36,AB,-1.2853783461736743,correct
37,AB,4.396004864028101,correct
38,AB,2.080279782005616,correct
39,AB,0.26946261363300966,correct
40,AB,2.192637433594659,correct
41,AB,-0.36865383192958145,correct
42,AB,-0.2557513011347112,correct
43,AB,0.5970938238972412,correct
44,AB,0.23482643212088616,correct
45,AB,1.8866483732316097,correct
46,AB,0.031144458419844034,correct
47,AB,2.0069947973641917,correct
48,AB,-0.5930890020780789,correct
49,AB,0.6907665145270123,correct
50,AB,-3.3857332254233734,correct
51,AB,-0.2839115349093065,correct
52,AB,-0.7816598888645044,correct
53,AB,-2.4136888053078813,correct
54,AB,-0.8712522405375158,correct
55,AB,-0.43357552309818764,correct
56,AB,1.7661730044245518,correct
57,AB,-0.3583783428791486,correct
58,AB,0.44572499075248645,correct
59,AB,2.731727286196098,correct
60,AB,-1.3562626380902771,correct
61,AB,0.7679142258103472,correct
62,AB,1.2854772208784977,correct
63,AB,0.15682043843319807,correct
64,AB,1.2769562356923594,correct
65,AB,-0.4290867848426728,correct
66,AB,-0.07627249836902514,correct
67,AB,3.552592212768933,correct
68,AB,-0.4199939914657141,correct
69,AB,-0.5236382903776878,correct
70,AB,0.1709371019866819,correct
71,AB,-1.0117500830002215,correct
72,AB,1.510348430389766,correct
73,AB,1.205621653572667,correct
74,AB,-1.0855548468372218,correct
75,AB,-0.6647949398944173,correct
76,AB,-1.659751835364283,correct
77,AB,-0.32648167209675066,correct
78,AB,-0.18058759970430338,correct
79,AC,-0.47535849973320565,correct
80,AC,-0.3795309775145861,correct
81,AC,0.6985411599002677,correct
82,AC,-0.38684837009771417,correct
83,AC,-1.1213646265262969,correct
84,AC,0.6371763900059677,correct
85,AC,1.6709988384896732,correct
86,AC,0.327486949925991,correct
87,AC,1.602164346537991,correct
88,AC,0.16652789651376879,correct
89,AC,1.9621123246171184,correct
90,AC,1.5248009573457288,correct
91,AC,0.24566399794295865,correct
92,AC,-0.22738817419396404,correct
93,AC,0.19117682209596956,correct
94,AC,-1.9710495024664703,correct
95,AC,-1.0732670770014026,correct
96,AC,1.8700239340864004,correct
97,AC,-0.3358479738616573,correct
98,AC,1.7080957109974388,correct
99,AC,-1.567245914379695,correct
100,AC,2.7837639334456927,correct
101,AC,-0.9405776615934004,correct
102,AC,0.502465604399718,correct
103,AC,-0.05749743306200713,correct
104,AC,-0.3705506669392997,correct
105,AC,2.341327250653844,correct
106,AC,-2.356384975186474,correct
107,AC,-0.12405852906897957,correct
108,AC,3.6164937327575526,correct
109,AC,0.8293437262320885,correct
110,AC,0.5432716021860026,correct
111,AC,0.7089962180389568,correct
112,AC,-2.040823025135748,correct
113,AC,2.0603697591936294,correct
114,AC,0.9107888391567408,correct
115,AC,2.17889091931994,correct
116,AC,-1.9512564833592863,correct
117,AC,-0.23601453630274377,correct
118,AC,1.4128063041825056,correct
119,AC,-2.1019404544872455,correct
120,AC,-0.8054694515777637,correct
121,AC,-0.6652067557492816,correct
122,AC,3.6582354244142317,correct
123,AC,-0.09029263563642621,correct
124,AC,1.0147338869285059,correct
125,AC,0.650483509581359,correct
126,AC,-0.7948662957272289,correct
127,AC,-0.4747071908060606,correct
128,AC,-0.39758392329908243,correct
129,AC,0.20566492199016684,correct
130,AC,-0.4341574065988832,correct
131,AC,2.0906069713927353,correct
132,AC,1.250811497150778,correct
133,AC,0.7567668437423896,correct
134,AC,-0.7785004018438973,correct
135,AC,-0.8399410576079632,correct
136,AC,1.1208418213680043,correct
137,AC,1.5690910284165323,correct
138,AC,-0.8526625637856308,correct
139,AC,1.0568989943689795,correct
140,AC,1.7385745347172312,correct
141,AC,1.9779418872712273,correct
142,AC,3.0233523255524073,correct
143,AC,2.5632411525333714,correct
144,AC,0.9659332672438316,correct
145,AC,2.186824505485364,correct
146,AC,-0.4635514193179165,correct
147,AC,3.149512619918178,correct
148,AC,-0.31583230153211383,correct
149,AC,3.436787890794101,correct
150,AC,2.1839488491697265,correct
151,AC,0.8684203197995768,correct
152,AC,1.616765385916692,correct
153,AF,1.0365188070932998,correct
154,AF,0.4769040231538275,correct
155,AF,0.39121637023363476,correct
156,AF,1.5419775205064707,correct
157,AF,-0.7722762592311656,correct
158,AF,1.541313369008965,correct
159,AF,1.422796818479389,correct
160,AF,2.782608445496276,correct
161,AF,-0.5207083633140125,correct
162,AF,-0.05778126540019315,correct
163,AF,-0.5027849508146921,correct
164,AF,-0.9416804137050255,correct
165,AF,-1.8538471781267325,correct
166,AF,0.16469960955496304,correct
167,AF,-2.554423539550333,correct
168,AF,-0.9299722134217513,correct
169,AF,-4.965584760079067,correct
170,AF,-0.8919850889201634,correct
171,AF,1.6378043113600755,correct
172,AF,0.24816192721154762,correct
173,AF,-0.8268494033900602,correct
174,AF,0.24512261628608192,correct
175,AF,0.6435478127014834,correct
176,AF,1.0809385607854427,correct
177,AF,2.542216285237823,correct
178,AF,0.77134794026148,correct
179,AF,-2.8676720515487553,correct
180,AF,-0.3296276198480622,correct
181,AF,2.706393538305033,correct
182,AF,2.0694907341788213,correct
183,AF,0.9168177079925717,correct
184,AF,1.0298778117569116,correct
185,AF,-1.3727471483480667,correct
186,AF,-0.1702182483679069,correct
187,AF,1.0955190392705245,correct
188,AF,0.12590509894493943,correct
189,AF,1.6673438488318015,correct
190,AF,-1.980261986382842,correct
191,AF,0.4274274230457531,correct
192,AF,-0.1862028590809965,correct
193,AF,-1.5333620831452808,correct
194,AF,0.6726061281484966,correct
195,AF,0.7184566476333362,correct
196,AF,-0.5151369185226002,correct
197,AF,0.04076239577691246,correct
198,AF,0.7067093929953978,correct
199,AF,-1.4897669766534856,correct
200,AF,0.13341054019848284,correct
201,AF,0.386241826576407,correct
202,AF,-0.17914264522787315,correct
203,AF,1.6850467549937105,correct
204,AF,1.0880650804587573,correct
205,AF,0.38243746079498386,correct
206,AF,2.18200842226429,correct
207,AF,0.061368814586797084,correct
208,AF,-1.2289509202365656,correct
209,AF,0.6924847839097437,correct
210,AF,1.8800388933841994,correct
211,AF,-0.05438870801013454,correct
212,AF,-0.11707277117148582,correct
213,AF,1.3726678759669677,correct
214,AF,-1.5794748035120336,correct
215,AF,0.20971635122521656,correct
216,AF,2.0193253010598955,correct
217,AF,2.17516804481741,correct
218,AF,1.0411864028350375,correct
219,AF,0.1635197874242156,correct
220,AF,0.2700483682809368,correct
221,AF,-1.3480006321991016,correct
222,AF,1.2587195565729101,correct
223,AF,0.6788780600600132,correct
224,AF,1.1910897793209174,correct
225,AF,2.0654540200773814,correct
226,AF,0.0993754174445024,correct
227,AF,-2.1709420347346344,correct
228,AF,-1.7033026372086906,correct
229,AF,-0.48185772833069807,correct
230,AF,-0.941495540521631,correct
231,AF,0.13555319515275796,correct
232,AF,-0.2186068231355444,correct
233,AF,-0.7725243289724484,correct
234,AF,0.9989012182557446,correct
235,AF,-0.3842187853717932,correct
236,AF,-0.8278090737932551,correct
237,AF,-0.798123605877989,correct
238,AF,-0.31204861272309287,correct
239,AF,-2.2641728751703787,correct
240,AF,-1.0642430334737003,correct
241,AF,0.18838212025421885,correct
242,AF,-0.8264293785514125,correct
243,AF,1.8615376347590467,correct
244,AF,1.0012555083086014,correct
245,AF,-0.7648118709428802,correct
246,AF,2.4570081217536295,correct
247,AF,-0.7708559240388329,correct
248,AF,-0.4134213468372128,correct
249,AF,1.32937048951753,correct
250,AF,0.4934163077944312,correct
251,AF,-0.7810437849234283,correct
252,AF,-0.6403149281668289,correct
253,AF,-0.8434050992540199,correct
254,AF,0.45688570448007587,correct
255,AF,-1.0692766167676138,correct
256,AF,-0.8605207774304374,correct
257,AF,3.218814666514251,correct
258,AF,-1.3725510653057245,correct
259,AF,-3.295673895340328,correct
260,AF,-0.2181902728336156,correct
261,AF,2.931177958210955,correct
262,AF,-0.7090909051768177,correct
263,AF,-2.1930966258365743,correct
264,AF,-1.550940591583311,correct
265,AF,-2.2184972499198743,correct
266,AF,-2.057395967588324,correct
267,AF,-0.49847745480636324,correct
268,AF,0.40440214179998624,correct
269,AF,-0.8680468053083793,correct
270,AF,0.4687307265072135,correct
271,AF,3.8040290837770483,correct
272,AF,-0.5735882986081129,correct
273,AF,0.3647659461208083,correct
274,AF,-0.08439526684144244,correct
275,AF,0.21788351586859386,correct
276,AF,1.2026034081252068,correct
277,AF,1.2415848778272867,correct
278,AF,0.7947022004169524,correct
279,AF,1.3523304787956176,correct
280,AF,-3.285561246517044,correct
281,AF,-0.08611583035046191,correct
282,AF,-1.2306260481873799,correct
283,AF,-1.149806352457725,correct
284,AF,2.4446387664601517,correct
285,AF,0.8565731271508259,correct
286,AF,-0.8437723966282932,correct
287,AF,0.9842977194448765,correct
288,AF,0.11646523231420695,correct
289,AF,0.05957437547531065,correct
290,AF,3.036403048323801,correct
291,AF,2.885340330606352,correct
292,AF,2.4121798541855313,correct
293,AF,-0.3178092464432719,correct
294,AF,1.455458640801627,correct
295,AF,0.4165664185755353,correct
296,AF,-0.17728722474997904,correct
297,AH,0.20273998976461938,correct
298,AH,-0.6522933324091096,correct
299,AH,0.4202187674865957,correct
300,AH,0.14333824683474694,correct
301,AH,1.0965229318189584,correct
302,AH,-0.8345013633113062,correct
303,AH,0.9973165014559482,correct
304,AH,0.46346014418156234,correct
305,AH,-1.7589489429170047,correct
306,AH,0.10115854599620602,correct
307,AH,-0.7550746948510229,correct
308,AH,-0.8714762145596477,correct
309,AH,0.5504311173137751,correct
310,AH,-0.2309593225078625,correct
311,AH,1.578784826611005,correct
312,AH,-0.0855444911444792,correct
313,AH,-0.45312328570893134,correct
314,AH,0.5302848021544712,correct
315,AH,0.9087879369845252,correct
316,AH,-2.0147482531882006,correct
