,Sub,pupil,type
0,AB,0.009570874136662048,correct
1,AB,0.09546540396615356,correct
2,AB,-0.05510422273463437,correct
3,AB,0.06134036632129029,correct
4,AB,0.01728270218122522,correct
5,AB,-0.005436543957457838,correct
6,AB,0.11853273113170902,correct
7,AB,0.06402376119889228,correct
8,AB,-0.0057265192578554135,correct
9,AB,0.04648452901003049,correct
10,AB,-0.006330669341574289,correct
11,AB,-0.004870397599442791,correct
12,AB,-0.04489261749644821,correct
13,AB,-0.0013234068407787926,correct
14,AB,-0.04839876489459884,correct
15,AB,0.03610352279695649,correct
16,AB,0.0022245960862141197,correct
17,AB,0.126128390552464,correct
18,AB,0.017276836592619017,correct
19,AB,-0.09153163234759176,correct
20,AB,-0.023890857795733165,correct
21,AB,0.0196628787607586,correct
22,AB,-0.04535182945985968,correct
23,AB,-0.03173877925546951,correct
24,AB,-0.005199741112884586,correct
25,AB,0.08501568844404081,correct
26,AB,0.11003209765518196,correct
27,AB,-0.09071925891212913,correct
28,AB,-0.05597601307285005,correct
29,AB,-0.032759178706964286,correct
30,AB,0.07351508999873772,correct
31,AB,-0.004394426452035423,correct
32,AB,0.014132472540851315,correct
33,AB,0.12601582154038862,correct
34,AB,-0.14698831333492574,correct
35,AB,-0.06404243953780953,correct
36,AB,0.0937253962688706,correct
37,AB,-0.13714018445586018,correct
38,AB,-0.0929142295690731,correct
39,AB,0.014936069798701986,correct
40,AB,-0.03816344924096709,correct
41,AB,0.02895976390080241,correct
42,AB,-0.01125637165361897,correct
43,AB,0.06910528274345284,correct
44,AB,-0.012579722523283356,correct
45,AB,0.06748429042262065,correct
46,AB,0.024473221585905675,correct
47,AB,0.015014677155711188,correct
48,AB,0.0812435195978606,correct
49,AB,0.035482253895828986,correct
50,AB,0.07761002364454853,correct
51,AB,0.04838251990538116,correct
52,AB,-0.047879214429436545,correct
53,AB,0.009954607163151115,correct
54,AB,0.14095659739898642,correct
55,AB,0.05195795287370707,correct
56,AB,0.023367466601090483,correct
57,AB,0.06915165623458931,correct
58,AB,0.08177006585349478,correct
59,AB,-0.05991963582686277,correct
60,AB,-0.060581409826349464,correct
61,AB,0.03195321040406895,correct
62,AB,-0.08585454162818161,correct
63,AB,-0.08948373887896093,correct
64,AB,0.07975384453549386,correct
