,PredError,Sub,TI,TR,TaskRel,pupil,type
0,0,AB,0,0,0,0.2696419790790266,correct
1,1,AB,1,0,0,0.3057232772698318,correct
2,1,AB,0,1,1,0.2139439181472402,correct
3,1,AB,1,1,1,0.11119203801924331,correct
4,0,AC,0,0,0,0.7722775636652541,correct
5,1,AC,1,0,0,0.5448923955684025,correct
6,1,AC,0,1,1,0.41497252259084483,correct
7,1,AC,1,1,1,0.787594581392171,correct
8,0,AF,0,0,0,0.0036659035243375966,correct
9,1,AF,1,0,0,-0.1727185177046474,correct
10,1,AF,0,1,1,0.15038253932291948,correct
11,1,AF,1,1,1,-0.06325473762414038,correct
12,0,AH,0,0,0,0.7891514107485764,correct
13,1,AH,1,0,0,0.9152803788837898,correct
14,1,AH,0,1,1,0.5754477570414562,correct
15,1,AH,1,1,1,0.9623667465396204,correct
16,0,AI,0,0,0,0.5578726849017969,correct
17,1,AI,1,0,0,0.4659217614947021,correct
18,1,AI,0,1,1,0.7003175507728167,correct
19,1,AI,1,1,1,0.5392524852270155,correct
20,0,AJ,0,0,0,0.5540306330701855,correct
21,1,AJ,1,0,0,0.7285551302358071,correct
22,1,AJ,0,1,1,0.8748032554045291,correct
23,1,AJ,1,1,1,0.6818789723632526,correct
24,0,AK,0,0,0,0.1655331451740396,correct
25,1,AK,1,0,0,0.39053439060177003,correct
26,1,AK,0,1,1,0.36024687420989093,correct
27,1,AK,1,1,1,0.4965151314672503,correct
28,0,AL,0,0,0,0.28605094039838064,correct
29,1,AL,1,0,0,0.28487750294076375,correct
30,1,AL,0,1,1,0.2930917252531685,correct
31,1,AL,1,1,1,0.20995945369289973,correct
32,0,AM,0,0,0,0.4761679809623598,correct
33,1,AM,1,0,0,0.39745638645560694,correct
34,1,AM,0,1,1,0.4250126451946991,correct
35,1,AM,1,1,1,0.5508459386814304,correct
36,0,AN,0,0,0,0.17747965351655315,correct
37,1,AN,1,0,0,0.42729202136434213,correct
38,1,AN,0,1,1,0.6179562710909104,correct
39,1,AN,1,1,1,0.3123704739650407,correct
40,0,AO,0,0,0,0.6574699065803447,correct
41,1,AO,1,0,0,0.6524646360047016,correct
42,1,AO,0,1,1,0.6768828565117194,correct
43,1,AO,1,1,1,0.7179050193465524,correct
44,0,AP,0,0,0,0.5206775035705019,correct
45,1,AP,1,0,0,0.34043236350594136,correct
46,1,AP,0,1,1,0.3698067896610371,correct
47,1,AP,1,1,1,0.46709400629462283,correct
48,0,AQ,0,0,0,0.6661083026381193,correct
49,1,AQ,1,0,0,0.6031496877898757,correct
50,1,AQ,0,1,1,0.6704208690421047,correct
51,1,AQ,1,1,1,0.6177569807328969,correct
52,0,AS,0,0,0,0.501174102472737,correct
53,1,AS,1,0,0,0.6920483205121674,correct
54,1,AS,0,1,1,0.6514408924496973,correct
55,1,AS,1,1,1,0.29050204660664947,correct
56,0,AT,0,0,0,0.21981899869388566,correct
57,1,AT,1,0,0,0.4639050550625143,correct
58,1,AT,0,1,1,0.3692491423119877,correct
59,1,AT,1,1,1,0.13367603646866866,correct
60,0,AV,0,0,0,0.08391239311058739,correct
61,1,AV,1,0,0,-0.23970043635096377,correct
62,1,AV,0,1,1,-0.08836181892630915,correct
63,1,AV,1,1,1,0.23077148468168263,correct
64,0,AX,0,0,0,0.26481600141933237,correct
65,1,AX,1,0,0,0.5191036690110946,correct
66,1,AX,0,1,1,0.3914830259055151,correct
67,1,AX,1,1,1,0.5258539265722424,correct
68,0,AZ,0,0,0,0.5394938551737908,correct
69,1,AZ,1,0,0,0.7061939733643137,correct
70,1,AZ,0,1,1,0.7639395836608593,correct
71,1,AZ,1,1,1,0.45690970454222235,correct
72,0,BA,0,0,0,0.4004337873765412,correct
73,1,BA,1,0,0,0.5580570340130747,correct
74,1,BA,0,1,1,0.5228201811856462,correct
75,1,BA,1,1,1,0.38003138357715355,correct
76,0,BB,0,0,0,0.16127221993521926,correct
77,1,BB,1,0,0,0.3327803546263455,correct
78,1,BB,0,1,1,0.10573699184322136,correct
79,1,BB,1,1,1,0.17310753766638082,correct
80,0,BC,0,0,0,-0.031063164396940787,correct
81,1,BC,1,0,0,-0.2461642388949925,correct
82,1,BC,0,1,1,-0.3012582422089068,correct
83,1,BC,1,1,1,0.03330468265086312,correct
84,0,IAA,0,0,0,0.35454687340873164,correct
85,1,IAA,1,0,0,0.19520081639934767,correct
86,1,IAA,0,1,1,0.7360036194384502,correct
87,1,IAA,1,1,1,0.505306750117529,correct
88,0,IAC,0,0,0,1.0249559542840327,correct
89,1,IAC,1,0,0,0.892384053150441,correct
90,1,IAC,0,1,1,0.8639227286528941,correct
91,1,IAC,1,1,1,0.8182557284898958,correct
92,0,IAF,0,0,0,0.5579596874294419,correct
93,1,IAF,1,0,0,0.742031579449039,correct
94,1,IAF,0,1,1,0.5926225929186621,correct
95,1,IAF,1,1,1,0.8778463519189977,correct
96,0,IAH,0,0,0,0.5621524001453029,correct
97,1,IAH,1,0,0,1.2828070401589082,correct
98,1,IAH,0,1,1,0.5431038218888772,correct
