,Sub,pupil,type
0,AB,-0.6090502190723397,correct
1,AB,0.01584904692595656,correct
2,AB,0.33988107279840707,correct
3,AB,-0.6089483898925178,correct
4,AB,0.022686343283412815,correct
5,AB,-0.1393712516146881,correct
6,AB,0.09983547357100321,correct
7,AB,0.2737537326792118,correct
8,AB,0.22092978618486145,correct
9,AB,-0.328803743771574,correct
10,AB,-0.1557110509909597,correct
11,AB,0.09984176182383359,correct
12,AB,0.7271587212614568,correct
13,AB,0.21938612165677251,correct
14,AB,0.5796665351045571,correct
15,AB,-0.04459906039852433,correct
16,AB,0.4307874599472567,correct
17,AB,-0.19236166726220094,correct
18,AB,0.492581863055491,correct
19,AB,0.735579783021391,correct
20,AB,-0.06498641061128488,correct
21,AB,-0.2814500334463486,correct
22,AB,0.04830905246967053,correct
23,AB,0.04728768365972129,correct
24,AB,-0.28441788249984296,correct
25,AB,-0.057073545442909476,correct
26,AB,-0.17872114615903434,correct
27,AB,-0.038303498258820685,correct
28,AB,0.45819013130883324,correct
29,AB,-0.2329744832845532,correct
30,AB,-0.2837088115348361,correct
31,AB,-0.2093238303363303,correct
32,AB,0.5187467899765741,correct
33,AB,-0.3198865913828342,correct
34,AB,0.4660005298218536,correct
35,AB,0.06458770574418751,correct
36,AB,-0.056010871893161,correct
37,AB,0.7303253952905894,correct
38,AB,0.9330838629067421,correct
39,AB,0.5447012117536304,correct
40,AB,-0.2010115704528183,correct
41,AB,0.04840092646841462,correct
42,AB,0.1076143693944575,correct
43,AB,-0.057634168837281646,correct
44,AB,0.24547771441140143,correct
45,AB,-0.5694305660214369,correct
46,AB,0.3322693842196986,correct
47,AB,-0.2933087493746809,correct
48,AB,0.11734874971500824,correct
49,AB,-0.4679741626377744,correct
50,AB,0.23915944836735328,correct
51,AB,-0.05609702822350569,correct
52,AB,0.23292831356871574,correct
53,AB,0.1641912546621037,correct
54,AB,-0.545640189430324,correct
55,AB,-0.406923520924649,correct
56,AB,-0.6390248734037751,correct
57,AB,-0.2350266495717065,correct
58,AB,0.005698912607273645,correct
59,AB,-0.05264247437309555,correct
60,AB,0.0689687826574363,correct
61,AB,0.23239149013950056,correct
62,AB,0.21868949846223878,correct
63,AB,0.11036260606684897,correct
64,AB,-0.026584441552239955,correct
65,AB,0.283218295850888,correct
66,AB,-0.037547187163262434,correct
67,AB,0.06911732271199135,correct
68,AB,0.2517516306549902,correct
69,AB,0.09728983444287509,correct
70,AB,-0.10765043975128212,correct
71,AB,-0.28672141872964546,correct
72,AB,0.010952423077945892,correct
73,AB,-0.22876327611574704,correct
74,AB,0.1276527937413213,correct
75,AB,0.18252378082661425,correct
76,AB,-0.1945855052150337,correct
77,AB,-0.2331624040910845,correct
78,AB,-0.04287521436994933,correct
79,AC,-0.47623133190213196,correct
80,AC,-0.1855611444051547,correct
81,AC,0.02259575085022025,correct
82,AC,0.40558170957463624,correct
83,AC,-0.15435167172853703,correct
84,AC,0.13072643313317894,correct
85,AC,0.23182830205950278,correct
86,AC,0.3453826215419138,correct
87,AC,0.3178275680812242,correct
88,AC,-0.8221602738471878,correct
89,AC,-0.0006947213140453893,correct
90,AC,0.012269049576259426,correct
91,AC,-0.23684942259967787,correct
92,AC,0.027454941045796342,correct
93,AC,0.31179099446444136,correct
94,AC,-0.07708413561311626,correct
95,AC,-0.27812458461889206,correct
96,AC,-0.2702020248042591,correct
97,AC,0.5196900554313244,correct
98,AC,-0.7390108380565302,correct
