,Sub,pupil,type
0,AB,0.6674550297110788,correct
1,AB,0.5674124779782952,correct
2,AB,1.2856236104688474,correct
3,AB,0.1363960124094899,correct
4,AB,-0.1390290447672084,correct
5,AB,0.10728669690202441,correct
6,AB,2.065275440461655,correct
7,AB,2.659976600300661,correct
8,AB,-0.7308085749822539,correct
9,AB,0.32977420897240894,correct
10,AB,-0.14232124997333145,correct
11,AB,0.37589056818844413,correct
12,AB,4.307483136896536,correct
13,AB,0.7647599163482656,correct
14,AB,0.5099984053005809,correct
15,AB,1.9805060400009242,correct
16,AB,-0.8645324007780804,correct
17,AB,-0.3569430950429241,correct
18,AB,0.351214669159997,correct
19,AB,1.0215544486970844,correct
20,AB,1.694305184659317,correct
21,AB,-0.5445892077281527,correct
22,AB,0.106470097500035,correct
23,AB,2.346108363848752,correct
24,AB,0.8359966447047297,correct
25,AB,1.5475709458102513,correct
26,AB,1.1392264239601044,correct
27,AB,0.7164783221188971,correct
28,AB,-0.20048115658293197,correct
29,AB,0.8443010514951037,correct
30,AB,-0.7494098221562943,correct
31,AB,0.022733527821262214,correct
32,AB,-0.058771985241679245,correct
33,AB,-1.1056593008367042,correct
34,AB,1.507483520314792,correct
35,AB,-0.03325984890837109,correct
36,AB,-1.0141908772060777,correct
37,AB,4.405263525454567,correct
38,AB,3.4798566199175935,correct
39,AB,0.6364970535983687,correct
40,AB,1.6180791681843223,correct
41,AB,-0.5143506024678122,correct
42,AB,-1.9409389549293385,correct
43,AB,1.7401020488074068,correct
44,AB,-0.06767877000724118,correct
45,AB,1.622644714854476,correct
46,AB,1.2638052720321018,correct
47,AB,-0.07028390613021494,correct
48,AB,0.5831839669207358,correct
49,AB,0.05755426066734579,correct
50,AB,-2.527469496553461,correct
51,AB,0.33281793399275833,correct
52,AB,-0.3720664580958932,correct
53,AB,-0.687140080343489,correct
54,AB,-1.8086430728577327,correct
55,AB,-3.7857707689861466,correct
56,AB,0.5700156391455797,correct
57,AB,0.2664739310004905,correct
58,AB,0.5202739799071762,correct
59,AB,4.7889304881041905,correct
60,AB,-3.4542281673932975,correct
61,AB,-1.5261003763998797,correct
62,AB,0.04628175886467815,correct
63,AB,0.4915914688874943,correct
64,AB,0.3467768522372173,correct
65,AB,-1.907603077195237,correct
66,AB,-1.9559451804887544,correct
67,AB,5.465537517346194,correct
68,AB,-1.7111192525789085,correct
69,AB,0.18694700045053975,correct
70,AB,-0.7237246846909879,correct
71,AB,-0.29389602812342397,correct
72,AB,2.3042303940068405,correct
73,AB,-0.06767729569186981,correct
74,AB,-1.1058094281028394,correct
75,AB,1.331308219091126,correct
76,AB,-3.3393733011747115,correct
77,AB,-0.10299154268360769,correct
78,AB,-0.7156791004348135,correct
79,AC,-0.7057075711991948,correct
80,AC,0.39745936084642064,correct
81,AC,0.12111534063942526,correct
82,AC,-0.2089511715840638,correct
83,AC,-0.12438929140844536,correct
84,AC,-0.5291370744850503,correct
85,AC,0.7167623070971616,correct
86,AC,1.0099554777788624,correct
87,AC,2.2141543643674026,correct
88,AC,1.541249574254427,correct
89,AC,2.151425557996097,correct
90,AC,1.9797073388984723,correct
91,AC,-0.6626539141865488,correct
92,AC,-0.8984674317652674,correct
93,AC,-0.5630850465871391,correct
94,AC,0.12520565340785325,correct
95,AC,-0.35046240329013884,correct
96,AC,-1.0617264326152105,correct
97,AC,-1.3165027851962914,correct
98,AC,0.29212037365991966,correct
99,AC,-1.6901196166522134,correct
100,AC,0.8318989750854892,correct
101,AC,0.8118517965658165,correct
102,AC,-0.47356359518378777,correct
103,AC,0.001117703110994871,correct
104,AC,0.9744522858547847,correct
105,AC,0.6409317593452586,correct
106,AC,-1.0178583989299812,correct
107,AC,-2.2158780471276907,correct
108,AC,6.613208834401671,correct
109,AC,0.06407041202942343,correct
110,AC,-0.37037188487076883,correct
111,AC,-0.7875084149798448,correct
112,AC,-2.8818031029694846,correct
113,AC,1.8140767654593892,correct
114,AC,0.4077936723842423,correct
115,AC,2.275822651740432,correct
116,AC,-1.1766518275978628,correct
117,AC,-1.1907396199419387,correct
118,AC,2.881302947327633,correct
119,AC,-0.8044328413520905,correct
120,AC,-0.1244353924538657,correct
121,AC,0.6484246740119172,correct
122,AC,3.359517696774452,correct
123,AC,-1.2331776901514553,correct
124,AC,0.47333138972108396,correct
125,AC,1.5905018029626101,correct
126,AC,0.24882332775671195,correct
127,AC,0.034316183182361994,correct
128,AC,0.022109479937529163,correct
129,AC,-0.8971401776207181,correct
130,AC,0.790911856551092,correct
131,AC,2.833010024105433,correct
132,AC,-0.3098773728606208,correct
133,AC,2.4520119581214446,correct
134,AC,0.8913606381880339,correct
135,AC,-0.04125651538450211,correct
136,AC,0.32651569623513976,correct
137,AC,1.0094998135863507,correct
138,AC,-1.318444775123052,correct
139,AC,0.04100709137570603,correct
140,AC,1.9751060612589932,correct
141,AC,-1.3770572290056446,correct
142,AC,4.453242208209076,correct
143,AC,2.2496144241266243,correct
144,AC,-0.10918241054669657,correct
145,AC,1.0833477254504833,correct
146,AC,0.6838932823218241,correct
147,AC,1.1131565951813571,correct
